casenumber,counts,day,hour,lat,location,lon,minute,month,neighborhood,offense_cat,offense_desc,reported_date,reporting_officer,statute_code,statute_desc,year
2018-00033275,0,3,22,41.8103041,1880 Westminster St,-71.4195495,17,4,,other_crime,Juvenile Matter,2018-04-03 22:17:00,MClary,Not Used,No violations,2018
2018-00033275,0,3,22,41.81631549999999,1880 Westminster St,-71.4414855,17,4,Olneyville,other_crime,Juvenile Matter,2018-04-03 22:17:00,MClary,Not Used,No violations,2018
2018-00033275,0,3,22,41.81631549999999,1880 Westminster St,-71.4414855,17,4,Olneyville,other_crime,Juvenile Matter,2018-04-03 22:17:00,MClary,Not Used,No violations,2018
2018-00033275,0,3,22,41.81631549999999,1880 Westminster St,-71.4414855,17,4,Olneyville,other_crime,Juvenile Matter,2018-04-03 22:17:00,MClary,Not Used,No violations,2018
2018-00033270,0,3,21,40.7458514,1 Park Row West ,-73.9817633,36,4,Manhattan,other_crime,Request for Assistance,2018-04-03 21:36:00,Central Station,Not Used,No violations,2018
2018-00033270,0,3,21,40.7458514,1 Park Row West ,-73.9817633,36,4,Manhattan,other_crime,Request for Assistance,2018-04-03 21:36:00,Central Station,Not Used,No violations,2018
2018-00033270,0,3,21,40.7458514,1 Park Row West ,-73.9817633,36,4,Manhattan,other_crime,Request for Assistance,2018-04-03 21:36:00,Central Station,Not Used,No violations,2018
2018-00033270,0,3,21,40.7458514,1 Park Row West ,-73.9817633,36,4,Manhattan,other_crime,Request for Assistance,2018-04-03 21:36:00,Central Station,Not Used,No violations,2018
2018-00033270,0,3,21,40.7458514,1 Park Row West ,-73.9817633,36,4,Manhattan,other_crime,Request for Assistance,2018-04-03 21:36:00,Central Station,Not Used,No violations,2018
2018-00033270,0,3,21,41.8067654,1 Park Row West ,-71.464791,36,4,,other_crime,Request for Assistance,2018-04-03 21:36:00,Central Station,Not Used,No violations,2018
2018-00033270,0,3,21,40.7458514,1 Park Row West ,-73.9817633,36,4,Manhattan,other_crime,Request for Assistance,2018-04-03 21:36:00,Central Station,Not Used,No violations,2018
2018-00033205,0,3,17,41.8211908,139 Knight St,-71.43087940000002,53,4,Ward 13,other_crime,Missing Persons,2018-04-03 17:53:00,Central Station,Not Used,No violations,2018
2018-00033205,0,3,17,41.8211908,139 Knight St,-71.43087940000002,53,4,Ward 13,other_crime,Missing Persons,2018-04-03 17:53:00,Central Station,Not Used,No violations,2018
2018-00033205,0,3,17,41.8211908,139 Knight St,-71.43087940000002,53,4,Ward 13,other_crime,Missing Persons,2018-04-03 17:53:00,Central Station,Not Used,No violations,2018
2018-00033205,0,3,17,41.8211908,139 Knight St,-71.43087940000002,53,4,Ward 13,other_crime,Missing Persons,2018-04-03 17:53:00,Central Station,Not Used,No violations,2018
2018-00033205,0,3,17,41.8211908,139 Knight St,-71.43087940000002,53,4,Ward 13,other_crime,Missing Persons,2018-04-03 17:53:00,Central Station,Not Used,No violations,2018
2018-00033205,0,3,17,41.792256,139 Knight St,-71.4238318,53,4,,other_crime,Missing Persons,2018-04-03 17:53:00,Central Station,Not Used,No violations,2018
2018-00033205,0,3,17,41.8211908,139 Knight St,-71.43087940000001,53,4,Ward 13,other_crime,Missing Persons,2018-04-03 17:53:00,Central Station,Not Used,No violations,2018
2018-00033179,0,3,16,41.8239932,25 Dorrance St,-71.4129367,18,4,Downtown Providence,other_crime,Suspicious Person,2018-04-03 16:18:30,RPiccirillo,Not Used,No violations,2018
2018-00033179,0,3,16,41.7991234,25 Dorrance St,-71.4053255,18,4,,other_crime,Suspicious Person,2018-04-03 16:18:30,RPiccirillo,Not Used,No violations,2018
2018-00033179,0,3,16,41.8239932,25 Dorrance St,-71.4129367,18,4,Downtown Providence,other_crime,Suspicious Person,2018-04-03 16:18:30,RPiccirillo,Not Used,No violations,2018
2018-00033179,0,3,16,41.823993200000004,25 Dorrance St,-71.4129367,18,4,Downtown Providence,other_crime,Suspicious Person,2018-04-03 16:18:30,RPiccirillo,Not Used,No violations,2018
2018-00033179,0,3,16,41.823993200000004,25 Dorrance St,-71.4129367,18,4,Downtown Providence,other_crime,Suspicious Person,2018-04-03 16:18:30,RPiccirillo,Not Used,No violations,2018
2018-00033179,0,3,16,41.8239932,25 Dorrance St,-71.4129367,18,4,Downtown Providence,other_crime,Suspicious Person,2018-04-03 16:18:30,RPiccirillo,Not Used,No violations,2018
2018-00033179,0,3,16,41.823993200000004,25 Dorrance St,-71.4129367,18,4,Downtown Providence,other_crime,Suspicious Person,2018-04-03 16:18:30,RPiccirillo,Not Used,No violations,2018
2018-00033174,0,3,15,41.8509644,211 Veazie St,-71.43387059999998,22,4,Wanskuck,other_crime,Juvenile Matter,2018-04-03 15:22:00,KMelfi,Not Used,No violations,2018
2018-00033174,0,3,15,41.850964399999995,211 Veazie St,-71.43387059999998,22,4,Wanskuck,other_crime,Juvenile Matter,2018-04-03 15:22:00,KMelfi,Not Used,No violations,2018
2018-00033174,0,3,15,41.850964399999995,211 Veazie St,-71.43387059999998,22,4,Wanskuck,other_crime,Juvenile Matter,2018-04-03 15:22:00,KMelfi,Not Used,No violations,2018
2018-00033174,0,3,15,41.8509644,211 Veazie St,-71.43387059999998,22,4,Wanskuck,other_crime,Juvenile Matter,2018-04-03 15:22:00,KMelfi,Not Used,No violations,2018
2018-00033174,0,3,15,41.7981711,211 Veazie St,-71.4050697,22,4,,other_crime,Juvenile Matter,2018-04-03 15:22:00,KMelfi,Not Used,No violations,2018
2018-00033174,0,3,15,41.850964399999995,211 Veazie St,-71.43387059999998,22,4,Wanskuck,other_crime,Juvenile Matter,2018-04-03 15:22:00,KMelfi,Not Used,No violations,2018
2018-00033174,0,3,15,41.8509644,211 Veazie St,-71.43387059999998,22,4,Wanskuck,other_crime,Juvenile Matter,2018-04-03 15:22:00,KMelfi,Not Used,No violations,2018
2018-00033071,0,3,10,41.8133633,14 Alverson Ave,-71.4583446,16,4,Hartford,other_crime,Request for Assistance,2018-04-03 10:16:50,MChasse,Not Used,No violations,2018
2018-00033071,0,3,10,41.8133633,14 Alverson Ave,-71.4583446,16,4,Hartford,other_crime,Request for Assistance,2018-04-03 10:16:50,MChasse,Not Used,No violations,2018
2018-00033071,0,3,10,41.8133633,14 Alverson Ave,-71.4583446,16,4,Hartford,other_crime,Request for Assistance,2018-04-03 10:16:50,MChasse,Not Used,No violations,2018
2018-00033071,0,3,10,41.8133633,14 Alverson Ave,-71.4583446,16,4,Hartford,other_crime,Request for Assistance,2018-04-03 10:16:50,MChasse,Not Used,No violations,2018
2018-00033071,0,3,10,41.7910898,14 Alverson Ave,-71.39400859999998,16,4,,other_crime,Request for Assistance,2018-04-03 10:16:50,MChasse,Not Used,No violations,2018
2018-00033071,0,3,10,41.8133633,14 Alverson Ave,-71.4583446,16,4,Hartford,other_crime,Request for Assistance,2018-04-03 10:16:50,MChasse,Not Used,No violations,2018
2018-00033071,0,3,10,41.8133633,14 Alverson Ave,-71.4583446,16,4,Hartford,other_crime,Request for Assistance,2018-04-03 10:16:50,MChasse,Not Used,No violations,2018
2018-00033069,0,3,10,41.85361530000001,744 Branch Ave,-71.43002899999998,12,4,Wanskuck,other_crime,Suspicious Person,2018-04-03 10:12:00,EChin,Not Used,No violations,2018
2018-00033069,0,3,10,41.85361530000001,744 Branch Ave,-71.43002899999998,12,4,Wanskuck,other_crime,Suspicious Person,2018-04-03 10:12:00,EChin,Not Used,No violations,2018
2018-00033069,0,3,10,41.8160945,744 Branch Ave,-71.4443499,12,4,,other_crime,Suspicious Person,2018-04-03 10:12:00,EChin,Not Used,No violations,2018
2018-00033069,0,3,10,41.85361530000001,744 Branch Ave,-71.43002899999998,12,4,Wanskuck,other_crime,Suspicious Person,2018-04-03 10:12:00,EChin,Not Used,No violations,2018
2018-00033069,0,3,10,41.85361530000001,744 Branch Ave,-71.43002899999998,12,4,Wanskuck,other_crime,Suspicious Person,2018-04-03 10:12:00,EChin,Not Used,No violations,2018
2018-00033069,0,3,10,41.85361530000001,744 Branch Ave,-71.43002899999998,12,4,Wanskuck,other_crime,Suspicious Person,2018-04-03 10:12:00,EChin,Not Used,No violations,2018
2018-00033069,0,3,10,41.85361530000001,744 Branch Ave,-71.43002899999998,12,4,Wanskuck,other_crime,Suspicious Person,2018-04-03 10:12:00,EChin,Not Used,No violations,2018
2018-00032939,0,2,21,41.8032323,334 Elmwood Ave,-71.42561189999998,42,4,Elmwood,other_crime,Request for Assistance,2018-04-02 21:42:00,ASchneider,Not Used,No violations,2018
2018-00032939,0,2,21,41.8032323,334 Elmwood Ave,-71.42561189999998,42,4,Elmwood,other_crime,Request for Assistance,2018-04-02 21:42:00,ASchneider,Not Used,No violations,2018
2018-00032939,0,2,21,41.8032323,334 Elmwood Ave,-71.42561189999998,42,4,Elmwood,other_crime,Request for Assistance,2018-04-02 21:42:00,ASchneider,Not Used,No violations,2018
2018-00032939,0,2,21,41.8032323,334 Elmwood Ave,-71.42561189999998,42,4,Elmwood,other_crime,Request for Assistance,2018-04-02 21:42:00,ASchneider,Not Used,No violations,2018
2018-00032939,0,2,21,41.8032323,334 Elmwood Ave,-71.42561189999998,42,4,Elmwood,other_crime,Request for Assistance,2018-04-02 21:42:00,ASchneider,Not Used,No violations,2018
2018-00032939,0,2,21,41.8032323,334 Elmwood Ave,-71.42561189999998,42,4,Elmwood,other_crime,Request for Assistance,2018-04-02 21:42:00,ASchneider,Not Used,No violations,2018
2018-00032939,0,2,21,41.7875936,334 Elmwood Ave,-71.3963526,42,4,,other_crime,Request for Assistance,2018-04-02 21:42:00,ASchneider,Not Used,No violations,2018
2018-00032935,0,2,21,41.7928539,325 Washington St,-71.40614120000002,38,4,,other_crime,Article Found,2018-04-02 21:38:00,Central Station,Not Used,No violations,2018
2018-00032935,0,2,21,42.3569627,325 Washington St,-71.1870199,38,4,Newton Corner,other_crime,Article Found,2018-04-02 21:38:00,Central Station,Not Used,No violations,2018
2018-00032935,0,2,21,42.356962700000004,325 Washington St,-71.1870199,38,4,Newton Corner,other_crime,Article Found,2018-04-02 21:38:00,Central Station,Not Used,No violations,2018
2018-00032935,0,2,21,42.356962700000004,325 Washington St,-71.1870199,38,4,Newton Corner,other_crime,Article Found,2018-04-02 21:38:00,Central Station,Not Used,No violations,2018
2018-00032935,0,2,21,42.3569627,325 Washington St,-71.1870199,38,4,Newton Corner,other_crime,Article Found,2018-04-02 21:38:00,Central Station,Not Used,No violations,2018
2018-00032935,0,2,21,42.356962700000004,325 Washington St,-71.1870199,38,4,Newton Corner,other_crime,Article Found,2018-04-02 21:38:00,Central Station,Not Used,No violations,2018
2018-00032935,0,2,21,42.3569627,325 Washington St,-71.1870199,38,4,Newton Corner,other_crime,Article Found,2018-04-02 21:38:00,Central Station,Not Used,No violations,2018
2018-00032928,0,2,21,41.7897943,380 Hope St,-71.3958527,17,4,,other_crime,Missing Persons,2018-04-02 21:17:00,Central Station,Not Used,No violations,2018
2018-00032928,0,2,21,41.83670559999999,380 Hope St,-71.4014198,17,4,Mount Hope,other_crime,Missing Persons,2018-04-02 21:17:00,Central Station,Not Used,No violations,2018
2018-00032928,0,2,21,41.83670559999999,380 Hope St,-71.4014198,17,4,Mount Hope,other_crime,Missing Persons,2018-04-02 21:17:00,Central Station,Not Used,No violations,2018
2018-00032928,0,2,21,41.83670559999999,380 Hope St,-71.4014198,17,4,Mount Hope,other_crime,Missing Persons,2018-04-02 21:17:00,Central Station,Not Used,No violations,2018
2018-00032928,0,2,21,41.83670559999999,380 Hope St,-71.4014198,17,4,Mount Hope,other_crime,Missing Persons,2018-04-02 21:17:00,Central Station,Not Used,No violations,2018
2018-00032928,0,2,21,41.83670559999999,380 Hope St,-71.4014198,17,4,Mount Hope,other_crime,Missing Persons,2018-04-02 21:17:00,Central Station,Not Used,No violations,2018
2018-00032928,0,2,21,41.83670559999999,380 Hope St,-71.4014198,17,4,Mount Hope,other_crime,Missing Persons,2018-04-02 21:17:00,Central Station,Not Used,No violations,2018
2018-00032879,0,2,18,41.83670559999999,380 Hope St,-71.4014198,30,4,Mount Hope,other_crime,Missing Persons,2018-04-02 18:30:00,Central Station,Not Used,No violations,2018
2018-00032879,0,2,18,41.83670559999999,380 Hope St,-71.4014198,30,4,Mount Hope,other_crime,Missing Persons,2018-04-02 18:30:00,Central Station,Not Used,No violations,2018
2018-00032879,0,2,18,41.83670559999999,380 Hope St,-71.4014198,30,4,Mount Hope,other_crime,Missing Persons,2018-04-02 18:30:00,Central Station,Not Used,No violations,2018
2018-00032879,0,2,18,41.83670559999999,380 Hope St,-71.4014198,30,4,Mount Hope,other_crime,Missing Persons,2018-04-02 18:30:00,Central Station,Not Used,No violations,2018
2018-00032879,0,2,18,41.83670559999999,380 Hope St,-71.4014198,30,4,Mount Hope,other_crime,Missing Persons,2018-04-02 18:30:00,Central Station,Not Used,No violations,2018
2018-00032879,0,2,18,41.83670559999999,380 Hope St,-71.4014198,30,4,Mount Hope,other_crime,Missing Persons,2018-04-02 18:30:00,Central Station,Not Used,No violations,2018
2018-00032879,0,2,18,41.8214752,380 Hope St,-71.43484090000003,30,4,,other_crime,Missing Persons,2018-04-02 18:30:00,Central Station,Not Used,No violations,2018
2018-00032869,0,2,17,41.8021255,384 Potters Ave,-71.42114670000002,42,4,Elmwood,other_crime,Lost Article,2018-04-02 17:42:00,Central Station,Not Used,No violations,2018
2018-00032869,0,2,17,41.8021255,384 Potters Ave,-71.42114670000002,42,4,Elmwood,other_crime,Lost Article,2018-04-02 17:42:00,Central Station,Not Used,No violations,2018
2018-00032869,0,2,17,41.8021255,384 Potters Ave,-71.42114670000002,42,4,Elmwood,other_crime,Lost Article,2018-04-02 17:42:00,Central Station,Not Used,No violations,2018
2018-00032869,0,2,17,41.8021255,384 Potters Ave,-71.42114670000002,42,4,Elmwood,other_crime,Lost Article,2018-04-02 17:42:00,Central Station,Not Used,No violations,2018
2018-00032869,0,2,17,41.8245343,384 Potters Ave,-71.4278573,42,4,,other_crime,Lost Article,2018-04-02 17:42:00,Central Station,Not Used,No violations,2018
2018-00032869,0,2,17,41.8021255,384 Potters Ave,-71.42114670000002,42,4,Elmwood,other_crime,Lost Article,2018-04-02 17:42:00,Central Station,Not Used,No violations,2018
2018-00032869,0,2,17,41.8021255,384 Potters Ave,-71.42114670000001,42,4,Elmwood,other_crime,Lost Article,2018-04-02 17:42:00,Central Station,Not Used,No violations,2018
2018-00032861,0,2,17,41.819015500000006,457 Benefit St,-71.40016229999998,28,4,Fox Point,other_crime,Medical Aid,2018-04-02 17:28:00,MCastillo,Not Used,No violations,2018
2018-00032861,0,2,17,41.819015500000006,457 Benefit St,-71.40016229999998,28,4,Fox Point,other_crime,Medical Aid,2018-04-02 17:28:00,MCastillo,Not Used,No violations,2018
2018-00032861,0,2,17,41.819015500000006,457 Benefit St,-71.40016229999998,28,4,Fox Point,other_crime,Medical Aid,2018-04-02 17:28:00,MCastillo,Not Used,No violations,2018
2018-00032861,0,2,17,41.81633400000001,457 Benefit St,-71.43509,28,4,,other_crime,Medical Aid,2018-04-02 17:28:00,MCastillo,Not Used,No violations,2018
2018-00032861,0,2,17,41.819015500000006,457 Benefit St,-71.40016229999998,28,4,Fox Point,other_crime,Medical Aid,2018-04-02 17:28:00,MCastillo,Not Used,No violations,2018
2018-00032861,0,2,17,41.819015500000006,457 Benefit St,-71.40016229999998,28,4,Fox Point,other_crime,Medical Aid,2018-04-02 17:28:00,MCastillo,Not Used,No violations,2018
2018-00032861,0,2,17,41.819015500000006,457 Benefit St,-71.40016229999998,28,4,Fox Point,other_crime,Medical Aid,2018-04-02 17:28:00,MCastillo,Not Used,No violations,2018
2018-00032856,0,2,17,41.8100319,Blackstone St At Friendship St,-71.42088829999999,15,4,Providence,other_crime,Lost Article,2018-04-02 17:15:00,Central Station,Not Used,No violations,2018
2018-00032856,0,2,17,41.8100319,Blackstone St At Friendship St,-71.42088829999999,15,4,Providence,other_crime,Lost Article,2018-04-02 17:15:00,Central Station,Not Used,No violations,2018
2018-00032856,0,2,17,41.8100319,Blackstone St At Friendship St,-71.42088829999999,15,4,Providence,other_crime,Lost Article,2018-04-02 17:15:00,Central Station,Not Used,No violations,2018
2018-00032856,0,2,17,41.8155252,Blackstone St At Friendship St,-71.4551333,15,4,,other_crime,Lost Article,2018-04-02 17:15:00,Central Station,Not Used,No violations,2018
2018-00032856,0,2,17,41.8100319,Blackstone St At Friendship St,-71.42088829999999,15,4,Providence,other_crime,Lost Article,2018-04-02 17:15:00,Central Station,Not Used,No violations,2018
2018-00032856,0,2,17,41.8100319,Blackstone St At Friendship St,-71.42088829999999,15,4,Providence,other_crime,Lost Article,2018-04-02 17:15:00,Central Station,Not Used,No violations,2018
2018-00032856,0,2,17,41.8100319,Blackstone St At Friendship St,-71.42088829999999,15,4,Providence,other_crime,Lost Article,2018-04-02 17:15:00,Central Station,Not Used,No violations,2018
2018-00032844,0,2,16,41.7951469,30 Sackett St,-71.4206755,38,4,,other_crime,Lost Article,2018-04-02 16:38:00,Central Station,Not Used,No violations,2018
2018-00032844,0,2,16,40.715326,30 Sackett St,-74.0773427,38,4,Bergen/Lafayette,other_crime,Lost Article,2018-04-02 16:38:00,Central Station,Not Used,No violations,2018
2018-00032844,0,2,16,40.715326,30 Sackett St,-74.0773427,38,4,Bergen/Lafayette,other_crime,Lost Article,2018-04-02 16:38:00,Central Station,Not Used,No violations,2018
2018-00032844,0,2,16,40.715326,30 Sackett St,-74.0773427,38,4,Bergen/Lafayette,other_crime,Lost Article,2018-04-02 16:38:00,Central Station,Not Used,No violations,2018
2018-00032844,0,2,16,40.715326,30 Sackett St,-74.0773427,38,4,Bergen/Lafayette,other_crime,Lost Article,2018-04-02 16:38:00,Central Station,Not Used,No violations,2018
2018-00032844,0,2,16,40.715326,30 Sackett St,-74.0773427,38,4,Bergen/Lafayette,other_crime,Lost Article,2018-04-02 16:38:00,Central Station,Not Used,No violations,2018
2018-00032844,0,2,16,40.715326,30 Sackett St,-74.0773427,38,4,Bergen/Lafayette,other_crime,Lost Article,2018-04-02 16:38:00,Central Station,Not Used,No violations,2018
2018-00032828,0,2,16,41.8586803,70 Stanwood St,-71.4132309,9,4,,other_crime,Request for Assistance,2018-04-02 16:09:00,Central Station,Not Used,No violations,2018
2018-00032828,0,2,16,41.8027507,70 Stanwood St,-71.42151779999998,9,4,Elmwood,other_crime,Request for Assistance,2018-04-02 16:09:00,Central Station,Not Used,No violations,2018
2018-00032828,0,2,16,41.802750700000004,70 Stanwood St,-71.42151779999998,9,4,Elmwood,other_crime,Request for Assistance,2018-04-02 16:09:00,Central Station,Not Used,No violations,2018
2018-00032828,0,2,16,41.8027507,70 Stanwood St,-71.42151779999998,9,4,Elmwood,other_crime,Request for Assistance,2018-04-02 16:09:00,Central Station,Not Used,No violations,2018
2018-00032828,0,2,16,41.802750700000004,70 Stanwood St,-71.42151779999998,9,4,Elmwood,other_crime,Request for Assistance,2018-04-02 16:09:00,Central Station,Not Used,No violations,2018
