location,lat,lon,neighborhood,city
288 Manton Ave,41.8222965,-71.4499963,Olneyville,Providence
1310 Eddy St,41.78963,-71.4027783,Washington Park,Providence
99 Hillside Ave,41.856175,-71.39477099999999,Hope,Providence
43 Arch St,41.8121965,-71.4256923,West End Providence,Providence
96 Daniel Ave,41.81070400000001,-71.4573939,Silver Lake,Providence
31 Judith St,41.8133981,-71.4463553,Silver Lake,Providence
Toronto Ave At Tennessee Ave,41.793079,-71.3951419,Washington Park,Providence
232 Lynch St,41.8317063,-71.45251499999999,Mount Pleasant,Providence
224 Gano St,41.82698,-71.390843,Wayland,Providence
50 Grand Broadway St,41.852278,-71.431215,Wanskuck,Providence
8 Blackstone Blvd,41.83311,-71.384225,Wayland,Providence
9 Eratus St ,41.82374189999999,-71.4507848,Olneyville,Providence
107 Reservoir Ave,41.7933866,-71.42736,Reservoir,Providence
320 Waterman St ,41.8276713,-71.3832583,Wayland,Providence
1 Valley Ter ,41.81677579999999,-71.4404187,Olneyville,Providence
280 Sayles St,41.8035332,-71.4088436,Lower South Providence,Providence
53 Broad St,41.8192834,-71.4153023,Downtown Providence,Providence
1 Franklin ,41.824641,-71.41470699999999,,
33 Bissell St,41.7775121,-71.42054639999999,South Elmwood,Providence
Atwells Ave At Lily St,41.8238564,-71.4304435,Ward 13,Providence
533 Elmwood ,41.7976026,-71.4267823,West End Providence,Providence
385 Main St ,41.82086779999999,-71.4039909,Fox Point,Providence
75 Pinehurst Ave,41.8393001,-71.4321136,Elmhurst,Providence
11 Pomona Ave,41.828712,-71.444422,Mount Pleasant,Providence
643 Smith St,41.8372239,-71.43233610000001,Elmhurst,Providence
110 Bowdoin St,41.8229315,-71.4432248,Olneyville,Providence
938 Atwells Ave ,41.8250706,-71.4486309,Mount Pleasant,Providence
35 Chad Brown St,41.8392782,-71.4316585,Elmhurst,Providence
Taylor St At Willard Ave,41.807429,-71.41790670000002,Upper South Providence,Providence
60 Congdon St,41.8297824,-71.4071752,College Hill,Providence
29 Bristol Ave,41.8092671,-71.4544952,Silver Lake,Providence
17 Grand St,41.802498,-71.432399,West End Providence,Providence
211 Greeley St,41.85608670000001,-71.4233268,Charles,Providence
41 Ocean St,41.8050142,-71.41159189999999,Lower South Providence,Providence
Providence St At Prairie Ave,41.8137967,-71.4152106,Upper South Providence,Providence
157 Whitford Ave,41.8391463,-71.4451776,Mount Pleasant,Providence
600 Westinghouse Rd ,41.857864,-71.483531,,North Providence
30 Goddard St,41.8347983,-71.4188059,Smith Hill,Providence
126 Waterman St,41.82767219999999,-71.3981778,College Hill,Providence
Dora St At Whitehall St,41.809052,-71.444496,Silver Lake,Providence
85 Oak St,41.8151776,-71.4361284,Ward 13,Providence
764 River Ave,41.8488076,-71.4391664,Elmhurst,Providence
23 Santiago St,41.7894361,-71.4248215,Reservoir,Providence
Eddy St At Carolina St ,41.7904179,-71.4031875,Washington Park,Providence
1391 Broad St,41.7889329,-71.4043904,Washington Park,Providence
260 Elmwood Ave,41.8055798,-71.4248288,Elmwood,Providence
82 Pembroke Ave,41.8388565,-71.43051799999999,Elmhurst,Providence
180 Washington St,41.822195,-71.415627,Downtown Providence,Providence
297 Promenade St,41.8305576,-71.4222368,Smith Hill,Providence
35 Ledge St,41.8533254,-71.4190363,Charles,Providence
149 Harold St,41.83099,-71.438818,Valley,Providence
116 Laura St,41.8008063,-71.4231412,Elmwood,Providence
25 Fern St,41.832067,-71.437478,Valley,Providence
22 Mansfield St,41.837366,-71.424218,Smith Hill,Providence
7 Vernon St,41.8203519,-71.4244516,Ward 13,Providence
Pocasset Ave At Webster Ave,41.8119098,-71.4499342,Silver Lake,Providence
14 Audrey St,41.8198532,-71.4429835,Olneyville,Providence
134 Hanover St,41.8084448,-71.4301806,West End Providence,Providence
Exchange Ter At Francis St,41.8250247,-71.41480469999999,Ward 13,Providence
Laurel Ave At Taber Ave,41.8364039,-71.393384,Blackstone,Providence
155 Cranston St,41.8150505,-71.4256501,Ward 13,Providence
645 Douglas Ave,41.8476559,-71.4306081,Wanskuck,Providence
Manton Ave At Fairfield Ave,41.8256702,-71.4564451,Mount Pleasant,Providence
461 Plainfield St,41.81355689999999,-71.45376879999999,Silver Lake,Providence
43 Hanover St,41.80794239999999,-71.4265303,West End Providence,Providence
49 Regent Ave,41.8310091,-71.4358706,Valley,Providence
9 Erastus St,41.82374189999999,-71.4507848,Olneyville,Providence
74 Vernon St,41.8192659,-71.4264345,Ward 13,Providence
33 Ringgold St,41.822059,-71.42354710000001,Ward 13,Providence
55 Dorrance St,41.8237184,-71.4120786,Downtown Providence,Providence
452 Hartford Ave,41.8185093,-71.458965,Hartford,Providence
Prospect St At Waterman St,41.8269107,-71.40471029999999,College Hill,Providence
70 Courtland St,41.8205546,-71.4314663,Ward 13,Providence
45 East Dr,41.852099,-71.4430392,Wanskuck,Providence
Pleasant St At N Main St,41.8392056,-71.4090509,Mount Hope,Providence
56 Anchor St,41.848545,-71.42707399999999,Wanskuck,Providence
1387 Broad St,41.7890328,-71.4045077,Washington Park,Providence
1 Washington Ave,41.789077,-71.391263,Washington Park,Providence
921 Chalkstone Ave,41.8330372,-71.4377964,Elmhurst,Providence
37 Enfield Ave,41.8447256,-71.4467497,Elmhurst,Providence
Burrs Ln At Benefit St,41.8346393,-71.40982869999999,College Hill,Providence
1636 Westminster St,41.8157307,-71.4367877,West End Providence,Providence
55 Canal Walk,41.826598,-71.409121,Downtown Providence,Providence
76 Ortoleva Dr,41.8282884,-71.4578069,Manton,Providence
153 Isabella Ave,41.8497476,-71.4485122,Elmhurst,Providence
119 Hendrick St,41.8276029,-71.448449,Mount Pleasant,Providence
140 Benedict St,41.80547019999999,-71.438146,West End Providence,Providence
Prairie Ave At Gallup St,41.8000325,-71.4124604,Lower South Providence,Providence
Chalkstone Ave At Berlin St,41.8322912,-71.4417437,Elmhurst,Providence
Dorrance St At Weybosset St,41.8230796,-71.4109933,Downtown Providence,Providence
1426 Broad St,41.788387,-71.403361,Washington Park,Providence
Brightwood Ave At Smith St,41.847122,-71.4540789,Elmhurst,Providence
164 Whitehall St,41.808414,-71.444028,Silver Lake,Providence
Vale St At Camden Ave,41.8382472,-71.4264665,Smith Hill,Providence
177 Lowell Ave,41.8137565,-71.4590279,Hartford,Providence
44 Bradford St,41.8236564,-71.4219126,Ward 13,Providence
331 Waterman St,41.82684099999999,-71.38221899999999,Wayland,Providence
Rankin Ave At Chalkstone Ave,41.8323317,-71.4402795,Elmhurst,Providence
Blackstone St At Culver St,41.8099346,-71.4084982,Upper South Providence,Providence
Superior St At Ware Ct,41.8098018,-71.4302879,West End Providence,Providence
127 Althea St,41.8075339,-71.433734,West End Providence,Providence
100 Medway St,41.829422,-71.38913529999999,Wayland,Providence
Hillhurstatmanton Ave ,,,,
96 Overhill Rd,41.8508782,-71.3921893,Blackstone,Providence
923 Atwells Ave,41.8251818,-71.44815299999999,Mount Pleasant,Providence
202 Salina St,41.8478481,-71.4258019,Wanskuck,Providence
Elmwood Ave At Broad St,41.8130501,-71.42199649999999,West End Providence,Providence
96 Hamilton St,41.800422,-71.4215959,Elmwood,Providence
259 Indiana Ave,41.7898454,-71.40044569999999,Washington Park,Providence
996 Branch Ave,41.8550972,-71.4394215,Wanskuck,Providence
Washington St ,41.8215595,-71.41683689999999,,Providence
46 Vicksburg St,41.8533262,-71.433531,Wanskuck,Providence
N  Main St At Pleasant St,41.8392056,-71.4090509,Mount Hope,Providence
Washington St At Eddy St,41.82403499999999,-71.41341539999999,Ward 13,Providence
65 Kossuth St,41.8223274,-71.4469956,Olneyville,Providence
840 Hope St,41.850109,-71.394665,Hope,Providence
243 Ohio Ave,41.7894185,-71.3997168,Washington Park,Providence
999 Narragansett Blvd,41.7866469,-71.3954956,Washington Park,Providence
50 Sorrento St,41.808726,-71.436416,West End Providence,Providence
Courtland St At Westminster St,41.816707,-71.43048619999999,West End,Providence
Bucklin St At Princeton Ave,41.805302,-71.4277753,West End Providence,Providence
33 View St,41.8348951,-71.4380113,Elmhurst,Providence
Cranston St ,41.7951589,-71.44971749999999,,Providence
47 Pope St,41.8229998,-71.44812700000001,Olneyville,Providence
175 Union Ave,41.8080772,-71.4422302,Silver Lake,Providence
110 Chapin Ave,41.8116984,-71.4354638,West End Providence,Providence
302 Lowell Ave,41.8177155,-71.4608027,Hartford,Providence
599 Elmwood Ave,41.7957125,-71.4251787,Elmwood,Providence
193 Clarence St,41.8098035,-71.4504609,Silver Lake,Providence
106 Ballard Street ,41.7186652,-71.1521297,,Fall River
425 W  Fountain St,41.8189462,-71.4239388,Ward 13,Providence
Elmgrove Ave At Doyle Ave,41.8390276,-71.392329,Blackstone,Providence
Whitford Ave At Academy Ave,41.83897169999999,-71.4448616,Mount Pleasant,Providence
Charlesfield St At Brook St,41.8240255,-71.39883739999999,College Hill,Providence
326 Broad St,41.814166,-71.4210804,West End Providence,Providence
39 Chambers St,41.8024758,-71.4340412,West End Providence,Providence
Huntington Ave  ,41.8029009,-71.4371038,,Providence
Hope St At Blackstone Blvd,41.856401,-71.3913956,Hope,Providence
18 Parkis Ave,41.8089653,-71.4223063,Elmwood,Providence
93 Radcliffe Ave,41.8394738,-71.4307944,Elmhurst,Providence
32 Goddard St,41.8348156,-71.4188277,Smith Hill,Providence
395 Angell St,41.828964,-71.391548,Wayland,Providence
295 Lloyd Ave,41.83296,-71.39554799999999,College Hill,Providence
50 Fruit Hill Ave,41.8353361,-71.46854789999999,Manton,Providence
78 Hall St,41.8536231,-71.4171693,Charles,Providence
125 Hendrick St,41.82761379999999,-71.4487628,Mount Pleasant,Providence
90 Waverly St,41.8075271,-71.4321758,West End Providence,Providence
11 Regent Ave,41.831553,-71.434493,Valley,Providence
60 Joseph St,41.8553096,-71.4444044,,Providence
9 Daniel Ave,41.8121587,-71.4600723,Silver Lake,Providence
49 Compton St,41.8448216,-71.4525008,Mount Pleasant,Providence
161 Wood St,41.812786,-71.4385997,West End Providence,Providence
Whittier Ave At Laurel Hill Ave,41.8138809,-71.4555573,Hartford,Providence
30 Amory St,41.85447,-71.414904,Charles,Providence
Poe St At Lehigh St,41.8023187,-71.40295069999999,Lower South Providence,Providence
30 Ruggles St,41.83543359999999,-71.4283943,Smith Hill,Providence
Magnolia St At Webster Ave,41.8119098,-71.4499342,Silver Lake,Providence
251 Smith St,41.8332361,-71.4200646,Smith Hill,Providence
7 Crimea St,41.8364258,-71.4218514,Smith Hill,Providence
Bond St At Atwells Ave,41.8233342,-71.4231235,Ward 13,Providence
17 Searle St,41.8033595,-71.4077183,Lower South Providence,Providence
158 Governor St,41.8259919,-71.3940586,College Hill,Providence
Potters Ave At Hamilton St,41.8019071,-71.4226249,Elmwood,Providence
152 Early St,41.79483099999999,-71.412329,Elmwood,Providence
58 Weybosset St,41.823827,-71.4096036,Downtown Providence,Providence
Oxford St At Burnside St,41.8020497,-71.411029,Lower South Providence,Providence
149 Mercy St,41.8088176,-71.456304,Silver Lake,Providence
Broad St At Detroit Ave,41.794379,-71.4099112,Elmwood,Providence
34 Roger Williams Grn,41.835953,-71.408151,Mount Hope,Providence
40 Lakeview Dr,41.792323,-71.435881,Reservoir,Cranston
50 Springfield St,41.8172089,-71.4648608,Hartford,Providence
16 Gallatin St,41.796856,-71.41407,Elmwood,Providence
Oak St At Agnes St,41.815067,-71.442787,Olneyville,Providence
1080 Chalkstone Ave,41.8321566,-71.4437069,Elmhurst,Providence
54 Commodore St,41.8471294,-71.41799259999999,Charles,Providence
Westminster St At Empire St,41.82098879999999,-71.41532459999999,Downtown Providence,Providence
12 Messenger St,41.8228673,-71.4257282,Ward 13,Providence
55 Corliss St,41.8396347,-71.4127744,Mount Hope,Providence
155 Bath St,41.8345081,-71.4255532,Smith Hill,Providence
1284 N  Main St,41.855296,-71.4005285,Hope,Providence
Dearborn St At Manton Ave,41.8247498,-71.45314069999999,Mount Pleasant,Providence
37 Messer St,41.8147207,-71.4369767,West End Providence,Providence
54 Whittier Ave,41.814453,-71.448199,Silver Lake,Providence
Broad St At Stewart St,41.8169186,-71.4179776,Federal Hill,Providence
Bowdoin St At Audrey St,41.820457,-71.4434359,Olneyville,Providence
Niantic Ave ,41.7954757,-71.4388718,,Providence
18 Luongo Memorial Sq,41.81862599999999,-71.426326,Federal Hill,Providence
38 Greaton Dr,41.8560315,-71.3978393,Hope,Providence
20 Glendale Ave,41.8480664,-71.397052,Hope,Providence
107 11Th St,41.8546989,-71.393472,Hope,Providence
Union Ave At 10 ,41.8109174,-71.4402348,West End Providence,Providence
214 Linwood Ave,41.8060335,-71.4313536,West End Providence,Providence
81 A Elmgrove Ave ,41.8325351,-71.3900175,Wayland,Providence
11 Atkins St,41.829776,-71.442686,Valley,Providence
126 Willow St,41.8136643,-71.4371829,West End Providence,Providence
185 Jewett St,41.832949,-71.423782,Smith Hill,Providence
56 Larch St,41.8425856,-71.4001492,Mount Hope,Providence
25 Bath St,41.8308954,-71.42334029999999,Smith Hill,Providence
57 Tyndall Ave,41.839225,-71.433054,Elmhurst,Providence
196 Richmond St,41.8195437,-71.40910989999999,Jewelry District,Providence
186 Broadway ,41.8209594,-71.4233923,Ward 13,Providence
35 Matson Ave,41.8194482,-71.45737319999999,Hartford,Providence
148 Broadway ,41.8213228,-71.42200480000001,Ward 13,Providence
Charles St At Branch Ave,41.8503047,-71.419991,Charles,Providence
147 Langdon St,41.8563167,-71.4242544,Charles,Providence
56 Ocean St ,41.8045964,-71.4109885,Lower South Providence,Providence
197 Burnside St,41.8002227,-71.41043189999999,Lower South Providence,Providence
186 Wayland Ave,41.8290868,-71.3884178,Wayland,Providence
193 Thurbers Ave,41.7996639,-71.407746,Lower South Providence,Providence
35 Burnside St,41.80497769999999,-71.41241579999999,Lower South Providence,Providence
754 Broad St,41.803543,-71.41874899999999,Lower South Providence,Providence
339 Killingly St,41.8190269,-71.4682232,Hartford,Providence
55 Veazie St,41.8473959,-71.4312145,Wanskuck,Providence
513 Charles St,41.8487698,-71.4195581,Charles,Providence
110 Foster Center Rd D-1 ,41.792141,-71.7218989,,Foster
Dorrance St At Westminster St,41.8236083,-71.4116693,Downtown Providence,Providence
93 Calla St,41.7892154,-71.40681390000002,Washington Park,Providence
Pocasset Ave At Moorefield St,41.80695009999999,-71.45673219999999,Silver Lake,Providence
127 Tell St,41.8215799,-71.4346903,Ward 13,Providence
Lily St At Spruce St,41.8245774,-71.4303618,Ward 13,Providence
22 Whelan Rd,41.818909,-71.451471,Hartford,Providence
Bradford St At Atwells Ave,41.8232404,-71.42178969999999,Ward 13,Providence
887 Branch Ave,41.854918,-71.43520079999999,Wanskuck,Providence
53 Kenyon St,41.8217208,-71.4249502,Ward 13,Providence
Brook At Cohen ,41.8405665,-71.41626550000001,Mount Hope,Providence
175 Manton Ave,41.8201037,-71.44662269999999,Olneyville,Providence
57 Cowper Ct,41.8114247,-71.43376510000002,West End Providence,Providence
891 Branch Ave,41.85494449999999,-71.4354077,Wanskuck,Providence
1406 Broad St,41.788854,-71.403663,Washington Park,Providence
680 Potters Ave,41.8029625,-71.43225749999999,West End Providence,Providence
227 Waldo St,41.807369,-71.438046,West End Providence,Providence
60 Harvard Ave,41.808469,-71.4201889,Upper South Providence,Providence
109 Chapin Ave,41.8119744,-71.4352864,West End Providence,Providence
N  Main St At Park Row,41.828655,-71.409637,Downtown Providence,Providence
164 Summit St ,41.851722,-71.398257,Hope,Providence
23 Parnell St,41.8259963,-71.4536416,Mount Pleasant,Providence
55 Union St,41.823924,-71.414601,Downtown Providence,Providence
39 Pembroke Street ,41.8376323,-71.43061399999999,Elmhurst,Providence
84 Burnett St,41.8027856,-71.4275506,West End Providence,Providence
612 Hartford Ave,41.8192447,-71.46502319999999,Hartford,Providence
73 Douglas ,41.8355639,-71.418414,Smith Hill,Providence
32 Thurbers Ave,41.8008809,-71.401549,Lower South Providence,Providence
81 Lynch St,41.8275545,-71.45203699999999,Mount Pleasant,Providence
610 Union Ave,41.8069598,-71.4589012,Silver Lake,Providence
124 Lynch St,41.8285173,-71.4524081,Mount Pleasant,Providence
32 Edward St,41.8526973,-71.41381799999999,Charles,Providence
123 Julian St,41.822641,-71.444698,Olneyville,Providence
552 Union Ave,41.8062782,-71.4566754,Silver Lake,Providence
Friendship St At Broad St,41.809827,-71.4210111,Elmwood,Providence
235 Pocasset Ave,41.8087255,-71.4556924,Silver Lake,Providence
173 Vermont Ave,41.78882369999999,-71.39660889999999,Washington Park,Providence
Ringgold St At Broadway ,41.8212225,-71.42335349999999,Ward 13,Providence
Warrington St At Melrose St,41.7942849,-71.42058829999999,Elmwood,Providence
225 Pavilion Ave,41.7956126,-71.4095933,Lower South Providence,Providence
Federal St At Dean St,41.8222988,-71.42327159999999,Ward 13,Providence
Sumter St At Hamilton St,41.7961268,-71.4194431,Elmwood,Providence
236 Knight St,41.8193718,-71.4285379,Ward 13,Providence
5 Avon St,41.80492030000001,-71.4389601,West End Providence,Providence
216 Angell St,41.8285013,-71.39895899999999,College Hill,Providence
211 Waldo St,41.80710699999999,-71.437483,West End Providence,Providence
330 Westminster St,41.8216735,-71.4139327,Downtown Providence,Providence
27 Mayflower St,41.8454507,-71.3956485,Blackstone,Providence
51 Manton Ave,41.8179334,-71.44410069999999,Olneyville,Providence
59 Dora St,41.80905800000001,-71.445221,Silver Lake,Providence
Arch St At Fales St,41.8120451,-71.4250926,West End Providence,Providence
38 Pleasant Valley Pkwy,41.8301149,-71.4278491,Valley,Providence
Sophia St At Pocasset Ave,41.807507,-71.456345,Silver Lake,Providence
27 Detroit Ave,41.7939506,-71.4110895,Elmwood,Providence
194 Althea St,41.8081312,-71.4362206,West End Providence,Providence
79 Oak St,41.8151888,-71.43599900000001,Ward 13,Providence
618 Smith St,41.8366372,-71.4316942,Elmhurst,Providence
45 Ortoleva Dr,41.8271607,-71.4575562,Manton,Providence
112 Doyle Ave,41.8389262,-71.40382199999999,Mount Hope,Providence
64 Courtland St,41.8206274,-71.43161789999999,Ward 13,Providence
229 Camp St,41.84505,-71.401423,Mount Hope,Providence
13 Tennyson St ,41.802022,-71.409773,Lower South Providence,Providence
135 Hillcrest Ave,41.830802,-71.45877,Manton,Providence
127 Standish Ave,41.8362851,-71.4527907,Mount Pleasant,Providence
Douglas Aveat Allcant Dt ,41.844945,-71.4286484,Wanskuck,Providence
291 Massachusetts Ave,41.7866812,-71.4010866,Washington Park,Providence
11 Rutherglen Ave,41.787184,-71.423734,Reservoir,Providence
192 Waverly St,41.80878,-71.435817,West End Providence,Providence
286 Doyle Ave,41.8390587,-71.3957611,Blackstone,Providence
1176 Elmwood Ave,41.779651,-71.4201099,South Elmwood,Providence
11 Bellevue Ave,41.8072988,-71.4255474,West End Providence,Providence
422 Orms St,41.8329204,-71.4264007,Smith Hill,Providence
155 Cypress St,41.8416799,-71.4017701,Mount Hope,Providence
32 Concannon St,41.85344,-71.436398,Wanskuck,Providence
61 Felix St,41.833864,-71.4280579,Smith Hill,Providence
96 Linwood Ave,41.8075853,-71.4363061,West End Providence,Providence
N  Main St At 8Th St,41.8541944,-71.40053,Hope,Providence
Cranston St Market ,41.7632869,-71.439835,,Cranston
15 Hollywood Rd,41.8160175,-71.4321027,Ward 13,Providence
229 Waverly St ,41.8098188,-71.4371596,West End Providence,Providence
534 Branch Ave,41.8514555,-71.42300209999999,Charles,Providence
17 Gloucester St,41.8494607,-71.4379591,Wanskuck,Providence
Anthony Ave At Buffalo Ct,,,,
Douglas Ave At Berkshire St,41.841771,-71.4274784,Wanskuck,Providence
Bradford St At Federal St,41.8221921,-71.4219263,Ward 13,Providence
Academy Ave At Molloy St,41.8342615,-71.4444181,Mount Pleasant,Providence
26 Goddard St,41.8348316,-71.4186261,Smith Hill,Providence
134 Lowell Ave,41.8122353,-71.458762,,Providence
Spruce St At Bond St,41.824031,-71.4230197,Ward 13,Providence
Pilgrim St At Staniford St,41.8075029,-71.4112572,Upper South Providence,Providence
Daboll St At Dexter St,41.804054,-71.4301861,West End Providence,Providence
170 Oxford St,41.8022987,-71.40959699999999,Lower South Providence,Providence
Whitmarsh Street St 1 ,41.8060755,-71.4199009,Elmwood,Providence
1190 N  Main St,41.8527855,-71.401828,Hope,Providence
57 Fairmount Ave,41.8265425,-71.4495225,Mount Pleasant,Providence
Althea St At Dexter St,41.8061745,-71.4292341,West End Providence,Providence
290 Branch Ave,41.84728399999999,-71.41483389999999,Charles,Providence
10 Primrose St,41.819559,-71.42698399999999,Ward 13,Providence
65 Waverly St,41.8075638,-71.4312226,West End Providence,Providence
118 Potters Ave,41.8046948,-71.4111277,Lower South Providence,Providence
285 Althea St,41.8095211,-71.4397855,West End Providence,Providence
5 Manila St,41.854054,-71.4453119,Wanskuck,Providence
Reservoir Ave ,41.7838111,-71.43755949999999,,Providence
555 Dexter St,41.8011344,-71.4316293,West End Providence,Providence
248 Oxford St,41.801314,-71.41380099999999,Lower South Providence,Providence
22 Richter St,41.835457,-71.4294924,Smith Hill,Providence
82 Congress Ave,41.7999611,-71.42103689999999,Elmwood,Providence
1 Sanford St,41.8120236,-71.46089549999999,Silver Lake,Providence
60 Sargent Ave,41.84441899999999,-71.39345159999999,Blackstone,Providence
41 Sibley St ,41.792169,-71.42980399999999,Reservoir,Providence
10  At Westminster St,41.8156576,-71.4394958,,Providence
17 Ansel Ave,41.7895317,-71.427594,Reservoir,Providence
24 Violet St,41.83406,-71.42668200000001,Smith Hill,Providence
430 Niantic Ave,41.79195199999999,-71.437236,Reservoir,Cranston
45 Blaine St,41.8550604,-71.4151632,Charles,Providence
27 Bancroft St,41.812598,-71.447811,Silver Lake,Providence
28 Moorefield St,41.8071796,-71.4577417,Silver Lake,Providence
Bradford St At Mountain St,41.8237702,-71.4217314,Ward 13,Providence
343 Broad ,41.8138537,-71.4221515,West End Providence,Providence
Broadwayatmarshal ,41.8191334,-71.4322479,Ward 13,Providence
Roger Williams Ave At Louis Ave,41.78856620000001,-71.42727339999999,Reservoir,Providence
75 Dora St,41.808886,-71.445713,Silver Lake,Providence
23 Touro St ,41.8489361,-71.4188467,Charles,Providence
200 N  Main St,41.8304376,-71.410248,Downtown Providence,Providence
570 Douglas Ave,41.8456142,-71.4289343,Wanskuck,Providence
47 Mawney St,41.8037161,-71.42527489999999,Elmwood,Providence
12 Palfrey Pl,41.83351649999999,-71.46793339999999,Manton,Providence
Cranston St At Fricker St,41.817219,-71.42230959999999,Federal Hill,Providence
5 Aldine St,41.8306095,-71.4534748,Mount Pleasant,Providence
214 Pavilion Ave,41.7954242,-71.4091229,Lower South Providence,Providence
512 Prairie Ave,41.800165,-71.41233369999999,Lower South Providence,Providence
193 Indiana Ave,41.7903476,-71.3978613,Washington Park,Providence
484 Public St,41.804822,-71.4174508,Lower South Providence,Providence
56 Belair Ave,41.8413925,-71.3979961,Blackstone,Providence
14 Westwood Manor Dr,41.818334,-71.4706889,,Providence
235 Westminster St,41.8229773,-71.4128948,Ward 13,Providence
Broad St At Saratoga St,41.8041237,-71.4192614,Lower South Providence,Providence
64 Newark St,41.8251697,-71.441817,Valley,Providence
14 Wilna St,41.8578017,-71.41428189999999,Charles,Providence
192 Althea St,41.808057,-71.436086,West End Providence,Providence
78 Ontario St,41.79940269999999,-71.4203582,Elmwood,Providence
290 Dudley St,41.8101609,-71.4182245,Upper South Providence,Providence
161 Laban St,41.8149164,-71.4534738,Silver Lake,Providence
165 Peace St,41.8067045,-71.4266432,West End Providence,Providence
555 N  Main St,41.8364457,-71.4081887,Mount Hope,Providence
324 Cranston St ,41.812602,-71.4294178,West End Providence,Providence
485 Plainfield St,41.8135424,-71.45452,Silver Lake,Providence
Mt Pleasant Ave At Whitford Ave,41.8387019,-71.45162309999999,Mount Pleasant,Providence
Moulton Ln ,41.8221774,-71.4144322,Downtown Providence,Providence
95  At Exit 23 ,,,,
274 Union Ave,41.8070698,-71.4461091,Silver Lake,Providence
N River Ave 2 ,41.828237,-71.435659,Valley,Providence
26 Stella St,41.8205576,-71.4663681,Hartford,Providence
181 Eastwood Ave,41.8155223,-71.45440239999999,Hartford,Providence
Richmond St At Elm St,41.81794499999999,-71.4082366,Jewelry District,Providence
5 Peter St,41.8542093,-71.4201727,Charles,Providence
Dean St At Spruce St,41.8241849,-71.42506689999999,Ward 13,Providence
Horton St At Northup Ave,41.85182229999999,-71.4144757,Charles,Providence
74 Spruce St,41.8241321,-71.4257305,Ward 13,Providence
164 Bridham Street ,41.8165085,-71.4284046,Ward 13,Providence
936 Atwells Ave,41.8249565,-71.44839139999999,Mount Pleasant,Providence
30 S  Angell St,41.8299459,-71.3866373,Wayland,Providence
Prospect St ,41.830211,-71.4054386,College Hill,Providence
18 Frederick St,41.8350591,-71.4290783,Smith Hill,Providence
Summer St At Broad St,41.8164092,-71.41911689999999,Federal Hill,Providence
152 Elmwood Ave ,41.8088222,-71.4242833,Elmwood,Providence
93 Veazie St,41.8479683,-71.4323611,Wanskuck,Providence
230 S  Main St,41.8225869,-71.4047704,,Providence
295 Hawkins St ,41.8513656,-71.4199807,Charles,Providence
48 Fremont St,41.8224933,-71.39138659999999,Fox Point,Providence
66 John St,41.8220302,-71.3975478,,Providence
35 Autumn St,41.8008669,-71.407538,Lower South Providence,Providence
60 Wilson St,41.8113095,-71.4254952,West End Providence,Providence
275 Westminster St,41.82257500000001,-71.413568,Ward 13,Providence
Charles St At Leo Ave,41.85984,-71.4219969,Charles,Providence
43 Wildwood Ave,41.790993,-71.42793999999999,Reservoir,Providence
601 North Main Street ,41.8372824,-71.4082834,Mount Hope,Providence
278 Union Ave,41.8069667,-71.4462163,Silver Lake,Providence
787 Admiral St,41.8508252,-71.4426529,Wanskuck,Providence
103 California Ave,41.789901,-71.394098,Washington Park,Providence
37 Mercy St,41.8111247,-71.4597824,Silver Lake,Providence
172 Melrose St,41.7953349,-71.4209612,Elmwood,Providence
134 Pomona Ave,41.8278899,-71.449282,Mount Pleasant,Providence
Oxford St At Gordon Ave,41.8012529,-71.4146861,Lower South Providence,Providence
63 Depasquale ,41.8241978,-71.4270969,Ward 13,Providence
555 Veazie St,41.85686279999999,-71.4325802,Wanskuck,Providence
53 10Th St,41.8546603,-71.398186,Hope,Providence
183 Hanover St,41.8091485,-71.4317121,West End Providence,Providence
42 Lawn St,41.8339799,-71.446927,Mount Pleasant,Providence
100 Hartford Ave,41.8166051,-71.4459438,Olneyville,Providence
190 Salina St,41.8475668,-71.4255532,Wanskuck,Providence
745 Douglas Ave,41.84967169999999,-71.4329853,Wanskuck,Providence
258 Doyle Ave,41.838945,-71.396966,Blackstone,Providence
108 Sunbury St,41.8506123,-71.4354791,Wanskuck,Providence
Union St At Fountain St,41.8243757,-71.4149917,Ward 13,Providence
Douglas Ave At Vale St,41.8385572,-71.4250477,Wanskuck,Providence
600 Douglas Ave,41.8463872,-71.4296117,Wanskuck,Providence
Ruggles St At Smith St,41.8361735,-71.4282411,Smith Hill,Providence
880 Douglas Ave,41.8521701,-71.4365323,Wanskuck,Providence
32 Norwich Ave,41.8022953,-71.41746359999999,Lower South Providence,Providence
16 Cathedral Ave,41.8439728,-71.44926079999999,Mount Pleasant,Providence
50 Lenox Ave,41.797529,-71.416718,Elmwood,Providence
66 Terrace Ave,41.807469,-71.4511069,Silver Lake,Providence
53 Wesleyan Ave,41.8081185,-71.4197088,Upper South Providence,Providence
14 Hall St,41.8517392,-71.4170649,Charles,Providence
22 Whitehall St,41.8122501,-71.4457219,Silver Lake,Providence
374 Plainfield St,41.8135187,-71.4505379,Silver Lake,Providence
9 Noyes Ave,41.8041384,-71.4361284,West End Providence,Providence
27 Columbus St,41.8488512,-71.43082919999999,Wanskuck,Providence
11 Knowles St,41.8400253,-71.40444819999999,Mount Hope,Providence
Wickenden St At Point St,41.8187467,-71.4018957,Fox Point,Providence
