casenumber,counts,location,month,offense_desc,reported_date,reporting_officer,statute_code,statute_desc,year,offense_cat,city,lat,lon,neighborhood
2018-00023853,1,44 Hospital St,3,Larceny from Building,2018-03-07 10:41:45,TRose,11-41-1,LARCENY/O $1500 - FROM BLD,2018,property_crime,Providence,41.8166352,-71.41000439999999,Jewelry District
2018-00500299,1,260 W  Exchange St,3,Larceny from Motor Vehicle,2018-03-07 10:12:04,TPickering,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,Providence,41.8249938,-71.42255829999999,Ward 13
2018-00023838,1,60 Prairie Ave,3,Disorderly Conduct,2018-03-07 10:10:27,KWigginton,11-45-1,DISORDERLY CONDUCT,2018,other_crime,Providence,41.81204899999999,-71.414428,Upper South Providence
2018-00023822,1,593 Eddy St,3,"Assault, Simple",2018-03-07 09:10:35,TRichards,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,Providence,41.8113929,-71.4111264,Upper South Providence
2018-00023809,1,843 Smith St,3,"Assault, Simple",2018-03-07 08:18:00,WDickie,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,Providence,41.840139,-71.43872800000001,Elmhurst
2018-00023809,1,843 Smith St,3,RI Statute Violation,2018-03-07 08:18:00,WDickie,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,2018,other_crime,Providence,41.840139,-71.43872800000001,Elmhurst
2018-00023795,1,109 Sutton St,3,Larceny from Motor Vehicle,2018-03-07 06:35:35,MMaycock,11-41-1,LARCENY/O $1500 - FROM MV,2018,property_crime,Providence,41.8219017,-71.4284174,Ward 13
2018-00023791,1,Cranston St At Dexter St,3,"Assault, Threats",2018-03-07 04:39:00,NCruz,11-59-2,STALKING-1ST OFFENSE,2018,violent_crime,Providence,41.81260289999999,-71.429588,West End Providence
2018-00023784,1,Broad St At Haskins St,3,Warrant\Capias,2018-03-07 02:51:00,KEndres,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2018,other_crime,Providence,41.816174,-71.4196462,Federal Hill
2018-00023778,1,Niagara St At Lenox Ave,3,Traffic Violation,2018-03-07 02:25:00,EEspinal,31-11-18.1,"Driving after Denial, Revocation or Suspension for Misd.",2018,other_crime,Providence,41.7973363,-71.41793059999999,Elmwood
2018-00023777,1,108 Silver Lake Ave,3,Disorderly Conduct,2018-03-07 02:03:00,MVoyer,11-45-1,DISORDERLY CONDUCT,2018,other_crime,Providence,41.8066426,-71.4617303,Silver Lake
2018-00023777,1,108 Silver Lake Ave,3,RI Statute Violation,2018-03-07 02:03:00,MVoyer,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,2018,other_crime,Providence,41.8066426,-71.4617303,Silver Lake
2018-00023777,1,108 Silver Lake Ave,3,"Assault, Simple",2018-03-07 02:03:00,MVoyer,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,Providence,41.8066426,-71.4617303,Silver Lake
2018-00023771,1,Silver Spring ,3,Receiving Stolen Property,2018-03-07 01:56:00,EChabot,31-9-2,Possession of Stolen Vehicle or Parts,2018,other_crime,Riverside,41.7978082,-71.36946089999999,
2018-00023757,1,1 Orms St,3,DUI,2018-03-07 00:59:00,CVingi,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),2018,other_crime,Providence,41.8358913,-71.41370979999999,Mount Hope
2018-00023757,1,1 Orms St,3,DUI,2018-03-07 00:59:00,CVingi,31-27-2.1,Chemical Test Refusal,2018,other_crime,Providence,41.8358913,-71.41370979999999,Mount Hope
2018-00023757,1,1 Orms St,3,"Assault, Simple",2018-03-07 00:59:00,CVingi,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,Providence,41.8358913,-71.41370979999999,Mount Hope
2018-00023763,1,944 Douglas Ave,3,"Larceny, Other",2018-03-07 00:56:00,KRosado,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,Providence,41.853349,-71.43834199999999,Wanskuck
2018-00023750,1,59 Progress Ave,3,"Assault, Aggravated",2018-03-07 00:38:00,MPlace,11-5-2.3,ASSAULT BY STRANGULATION 12-29-5,2018,violent_crime,Providence,41.8096857,-71.4453295,Silver Lake
2018-00023745,1,460 Smith St,3,Drug Offenses,2018-03-07 00:30:00,RMalloy,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2018,other_crime,Providence,41.8352609,-71.4264456,Smith Hill
2018-00023739,1,Eddy St At Ohio Ave,3,Drug Offenses,2018-03-07 00:20:00,MPena,21-28-4.01-C2-(iii),POSSESSION OF MARIJUANA 1OZ OR LESS OVER 18 YEARS OF AGE,2018,other_crime,Providence,41.7886985,-71.40272209999999,Washington Park
2018-00023721,1,Pc Mart ,3,Traffic Violation,2018-03-06 23:09:00,RJoseph,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,Providence,41.8413372,-71.4277808,Wanskuck
2018-00023718,1,Atwells Ave At Vinton St,3,Warrant\Capias,2018-03-06 23:02:00,BMcKenna,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2018,other_crime,Providence,41.8238405,-71.4302211,Ward 13
2018-00023714,1,80 Dean St,3,Vandalism,2018-03-06 22:35:00,MRudolph,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.8246142,-71.42505659999999,Ward 13
2018-00023714,1,80 Dean St,3,Traffic Violation,2018-03-06 22:35:00,MRudolph,31-9-3,Injuring or Tampering with Vehicles,2018,other_crime,Providence,41.8246142,-71.42505659999999,Ward 13
2018-00023711,0,64 Dartmouth Ave,3,Missing Persons,2018-03-06 22:24:00,Central Station,Not Used,No violations,2018,other_crime,Providence,41.8083255,-71.4231664,Elmwood
2018-00023705,1,150 Elmwood Ave,3,Motor Vehicle Theft,2018-03-06 22:00:00,Central Station,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018,property_crime,Providence,41.8089853,-71.42429299999999,
2018-00023702,1,80 Dean St,3,Vandalism,2018-03-06 21:35:00,MRudolph,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.8246142,-71.42505659999999,Ward 13
2018-00023700,1,47 Stella St,3,RI Statute Violation,2018-03-06 21:35:00,NManfredi,11-59-3,VIOLATION OF RESTRAINING ORDER,2018,other_crime,Providence,41.8209982,-71.465858,Hartford
2018-00023696,0,325 Washington St,3,Found Property,2018-03-06 21:15:00,Central Station,Not Used,No violations,2018,other_crime,Providence,41.8197292,-71.4203694,Ward 13
2018-00023681,1,601 Cranston St,3,Burglary,2018-03-06 20:39:00,JFonseca,11-8-4,B&E BUS.PLACE PUBLIC BLDG  OR SHIP W/FEL. INTENT,2018,property_crime,Providence,41.80744,-71.43554859999999,West End Providence
2018-00023671,1,27 Middle Dr,3,RI Statute Violation,2018-03-06 20:11:00,TMiller,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,2018,other_crime,Providence,41.8520139,-71.443918,Wanskuck
2018-00023671,1,27 Middle Dr,3,RI Statute Violation,2018-03-06 20:11:00,TMiller,15-15-3,VIOLATION OF PROTECTIVE ORDER,2018,other_crime,Providence,41.8520139,-71.443918,Wanskuck
2018-00023670,1,285 Waldo St,3,"Assault, Simple",2018-03-06 20:06:00,BBoudreau,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,Providence,41.808282,-71.439848,West End Providence
2018-00023670,1,285 Waldo St,3,Disorderly Conduct,2018-03-06 20:06:00,BBoudreau,11-45-1,DISORDERLY CONDUCT,2018,other_crime,Providence,41.808282,-71.439848,West End Providence
2018-00023670,1,285 Waldo St,3,Vandalism,2018-03-06 20:06:00,BBoudreau,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,2018,property_crime,Providence,41.808282,-71.439848,West End Providence
2018-00023664,0,333 W  River St,3,Lost Article,2018-03-06 19:53:00,Central Station,Not Used,No violations,2018,other_crime,Providence,41.8452736,-71.4119394,Mount Hope
2018-00023660,0,164 Parade St,3,Juvenile Matter,2018-03-06 19:35:00,MRudolph,Not Used,No violations,2018,other_crime,Providence,41.8108965,-71.4304906,West End Providence
2018-00023655,1,38 Pekin St,3,"Assault, Simple",2018-03-06 19:29:00,JSalmeron,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,Providence,41.8366126,-71.4246719,Smith Hill
2018-00023648,1,Manton Ave At Glenbridge Ave,3,Vandalism,2018-03-06 18:45:00,GScarcello,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.8259774,-71.4582318,Manton
2018-00023629,1,593 Eddy St,3,"Larceny, Other",2018-03-06 17:40:00,AFrancis,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,Providence,41.8113929,-71.4111264,Upper South Providence
2018-00023626,0,141 Chester Ave,3,Lost Article,2018-03-06 17:39:00,Central Station,Not Used,No violations,2018,other_crime,Providence,41.8067644,-71.419245,Upper South Providence
2018-00023621,1,160 Benedict St,3,Traffic Violation,2018-03-06 17:22:00,KRosado,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,Providence,41.8058941,-71.4393122,West End Providence
2018-00023609,0,206 California Ave,3,"Assault,Simple",2018-03-06 16:43:00,JButen,Not Used,No violations,2018,other_crime,Providence,41.7889271,-71.3978825,Washington Park
2018-00023605,1,77 Indiana Ave,3,RI Statute Violation,2018-03-06 16:38:00,BMurphy,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,2018,other_crime,Providence,41.791235,-71.39341,Washington Park
2018-00023604,1,Valley St At Grove St,3,Traffic Violation,2018-03-06 16:38:00,KDoldoorian,31-20-12,Stopping for School Bus Required,2018,other_crime,Providence,41.820242,-71.4403753,Olneyville
2018-00500300,1,825 Chalkstone Ave,3,Vandalism,2018-03-06 16:10:10,TPickering,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.8351848,-71.4355921,Elmhurst
2018-00023593,1,Bancroft St At Roosevelt St,3,Drug Offenses,2018-03-06 16:06:00,DPreston,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2018,other_crime,Providence,41.811977,-71.4469149,Silver Lake
2018-00023593,1,Bancroft St At Roosevelt St,3,Drug Offenses,2018-03-06 16:06:00,DPreston,21-28-4.01-C1B,POSSESSION OF MARIJUANA-SUB OFFENSE,2018,other_crime,Providence,41.811977,-71.4469149,Silver Lake
2018-00023593,1,Bancroft St At Roosevelt St,3,Traffic Violation,2018-03-06 16:06:00,DPreston,31-11-18.1,"Driving after Denial, Revocation or Suspension for Misd.",2018,other_crime,Providence,41.811977,-71.4469149,Silver Lake
2018-00023586,0,1450 Broad St,3,Juvenile Matter,2018-03-06 15:47:49,JCotugno,Not Used,No violations,2018,other_crime,Providence,41.7880226,-71.40288559999999,Washington Park
2018-00023566,1,Terrace Ave At Wallace St,3,Drug Offenses,2018-03-06 15:30:00,AKanelopoulos,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,2018,other_crime,Providence,41.8084634,-71.4521467,Silver Lake
2018-00023566,1,Terrace Ave At Wallace St,3,Drug Offenses,2018-03-06 15:30:00,AKanelopoulos,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2018,other_crime,Providence,41.8084634,-71.4521467,Silver Lake
2018-00023567,0,Montgomery Ave At Cladrashs Ave,3,Medical Aid,2018-03-06 15:00:11,JCotugno,Not Used,No violations,2018,other_crime,Providence,41.78614719999999,-71.40399889999999,Washington Park
2018-00023564,1,12 Unit St,3,Burglary,2018-03-06 14:46:00,RCarlin,11-8-1.1,ATTEMPTED BREAKING AND ENTERING,2018,property_crime,Providence,41.8257539,-71.4547946,Mount Pleasant
2018-00023564,2,12 Unit St,3,"Assault, Aggravated",2018-03-06 14:46:00,RCarlin,11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,2018,violent_crime,Providence,41.8257539,-71.4547946,Mount Pleasant
2018-00023564,1,12 Unit St,3,Vandalism,2018-03-06 14:46:00,RCarlin,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,2018,property_crime,Providence,41.8257539,-71.4547946,Mount Pleasant
2018-00023564,2,12 Unit St,3,"Assault, Simple",2018-03-06 14:46:00,RCarlin,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,Providence,41.8257539,-71.4547946,Mount Pleasant
2018-00023564,1,12 Unit St,3,Disorderly Conduct,2018-03-06 14:46:00,RCarlin,11-45-1,DISORDERLY CONDUCT,2018,other_crime,Providence,41.8257539,-71.4547946,Mount Pleasant
2018-00023564,1,12 Unit St,3,Burglary,2018-03-06 14:46:00,RCarlin,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,property_crime,Providence,41.8257539,-71.4547946,Mount Pleasant
2018-00023550,1,303 Massachusetts Ave,3,"Fraud, Swindle",2018-03-06 14:21:00,Central Station,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2018,other_crime,Providence,41.7865487,-71.4015952,Washington Park
2018-00023545,1,15 Wilson St,3,Burglary,2018-03-06 13:53:43,LFernandez,11-8-1,BURGLARY,2018,property_crime,Providence,41.81145799999999,-71.423871,West End Providence
2018-00023528,0,1 Pocasset Ave,3,Threats,2018-03-06 13:06:04,JKane,Not Used,No violations,2018,other_crime,Providence,41.8133782,-71.448767,Silver Lake
2018-00023519,1,Wholefoods ,3,Traffic Violation,2018-03-06 12:52:00,JAnnis,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,Providence,41.8372877,-71.40827449999999,Mount Hope
2018-00023516,0,145 Beaufort St,3,Juvenile Matter,2018-03-06 12:37:00,JAndrade,Not Used,No violations,2018,other_crime,Providence,41.8307339,-71.4502526,Mount Pleasant
2018-00023517,1,35 Oxford St,3,Motor Vehicle Theft,2018-03-06 12:35:29,KWigginton,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018,property_crime,Providence,41.80418510000001,-71.4036575,Lower South Providence
2018-00023505,1,Parkis Ave At Elmwood Ave,3,Drug Offenses,2018-03-06 12:15:00,BAuclair,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2018,other_crime,Providence,41.809159,-71.4245337,West End Providence
2018-00023505,1,Parkis Ave At Elmwood Ave,3,Drug Offenses,2018-03-06 12:15:00,BAuclair,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,2018,other_crime,Providence,41.809159,-71.4245337,West End Providence
2018-00023521,1,255 Alabama Ave,3,Vandalism,2018-03-06 12:11:32,JBento,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.7864747,-71.3991454,Washington Park
2018-00023497,1,850 Manton Ave,3,"Larceny, Shoplifting",2018-03-06 12:02:00,IYousif,11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,2018,property_crime,Providence,41.8328614,-71.4665952,Manton
2018-00023497,1,850 Manton Ave,3,Warrant\Capias,2018-03-06 12:02:00,IYousif,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2018,other_crime,Providence,41.8328614,-71.4665952,Manton
2018-00023484,1,Elmwood Ave At Mawney St,3,Traffic Violation,2018-03-06 11:21:51,JDeschamps,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,Providence,41.803583,-71.4257265,West End Providence
2018-00023482,0,278 Thurbers Ave,3,Missing Persons,2018-03-06 11:03:00,ITavarez,Not Used,No violations,2018,other_crime,Providence,41.798347,-71.41077980000001,Lower South Providence
2018-00023479,1,107 Penn St,3,"Fraud, Swindle",2018-03-06 10:53:00,Central Station,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2018,other_crime,Providence,41.821122,-71.433398,Ward 13
2018-00023467,1,9 Fair St,3,"Fraud, Swindle",2018-03-06 10:08:00,Central Station,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2018,other_crime,Providence,41.851888,-71.44015900000001,Wanskuck
2018-00023459,1,21 Bancroft St,3,"Larceny, Other",2018-03-06 09:35:58,JDalton,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,Providence,41.8127761,-71.44802419999999,Silver Lake
2018-00500302,1,N Main St At Cady St,3,Larceny from Motor Vehicle,2018-03-06 09:24:27,TPickering,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,Providence,41.8296836,-71.4099873,Downtown Providence
2018-00023449,1,51 Silver Spring St,3,"Larceny, Other",2018-03-06 09:01:00,WDickie,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,Providence,41.8454822,-71.4159036,Charles
2018-00023448,1,356 Hope St,3,Municipal Code Violation,2018-03-06 08:57:24,DHull,Sec. 21-29.  ,Parking or MV Violation,2018,other_crime,Providence,41.8359737,-71.4017337,Mount Hope
2018-00023444,1,101 Session St ,3,Disorderly Conduct,2018-03-06 08:41:24,WHutchinson,11-45-1,DISORDERLY CONDUCT,2018,other_crime,Providence,41.8406654,-71.3934707,Blackstone
2018-00023438,0,77 Union Ave,3,Auto Towed,2018-03-06 08:15:56,TGomes,Not Used,Parking or MV Violation,2018,other_crime,Providence,41.80945029999999,-71.43822949999999,West End Providence
2018-00023434,1,325 Washington St,3,Warrant\Capias,2018-03-06 08:07:00,MMaycock,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2018,other_crime,Providence,41.8197292,-71.4203694,Ward 13
2018-00023417,1,344 Orms St,3,"Assault, Simple",2018-03-06 04:46:00,MRousseau,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,Providence,41.8333355,-71.4237003,Smith Hill
2018-00023417,1,344 Orms St,3,"Assault, Simple",2018-03-06 04:46:00,MRousseau,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,Providence,41.8333355,-71.4237003,Smith Hill
2018-00023417,1,344 Orms St,3,"Assault, Aggravated",2018-03-06 04:46:00,MRousseau,11-5-2.3,ASSAULT BY STRANGULATION 12-29-5,2018,violent_crime,Providence,41.8333355,-71.4237003,Smith Hill
2018-00023403,1,1 Sabin St,3,Disorderly Conduct,2018-03-06 02:32:00,AGroot,11-45-1,DISORDERLY CONDUCT,2018,other_crime,Providence,41.8242531,-71.4169345,Downtown Providence
2018-00023403,1,1 Sabin St,3,"Assault, Simple",2018-03-06 02:32:00,AGroot,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,Providence,41.8242531,-71.4169345,Downtown Providence
2018-00023402,1,74 Beaufort St,3,"Assault, Aggravated",2018-03-06 02:29:00,RSavage,11-5-2,FELONY ASSAULT,2018,violent_crime,Providence,41.8304806,-71.44707439999999,Mount Pleasant
2018-00023402,1,74 Beaufort St,3,RI Statute Violation,2018-03-06 02:29:00,RSavage,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,2018,other_crime,Providence,41.8304806,-71.44707439999999,Mount Pleasant
2018-00023392,1,17 Snow St,3,"Assault, Simple",2018-03-06 01:35:16,ADaCruz,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,Providence,41.822303,-71.415301,Downtown Providence
2018-00023387,1,333 Douglas Ave,3,Traffic Violation,2018-03-06 01:18:00,KRosado,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,Providence,41.839781,-71.4260302,Wanskuck
2018-00023385,1,Weybossett St At Greene St ,3,Drug Offenses,2018-03-06 01:13:00,RCriner,21-28-4.01-C2-(iii),POSSESSION OF MARIJUANA 1OZ OR LESS OVER 18 YEARS OF AGE,2018,other_crime,Providence,41.822918,-71.41147,Downtown Providence
2018-00023385,1,Weybossett St At Greene St ,3,Traffic Violation,2018-03-06 01:13:00,RCriner,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,Providence,41.822918,-71.41147,Downtown Providence
2018-00023369,1,114 Holden St,3,"Assault, Simple",2018-03-06 00:10:00,MRousseau,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,Providence,41.831944,-71.418414,Smith Hill
2018-00023369,1,114 Holden St,3,Warrant\Capias,2018-03-06 00:10:00,MRousseau,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2018,other_crime,Providence,41.831944,-71.418414,Smith Hill
2018-00023366,1,Oxford St At Broad St,3,Vandalism,2018-03-06 00:03:00,PPotter,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.8004502,-71.417447,Elmwood
2018-00023359,1,140 Dodge St,3,RI Statute Violation,2018-03-05 23:39:00,RFedo,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,2018,other_crime,Providence,41.813712,-71.42439399999999,West End Providence
2018-00500291,1,355 Hope St,3,Larceny from Motor Vehicle,2018-03-05 23:14:49,CSical,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,Providence,41.8359225,-71.4012408,
2018-00023349,1,334 S  Water St,3,Vandalism,2018-03-05 23:03:00,AMoore,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.8207935,-71.404162,Fox Point
2018-00023349,1,334 S  Water St,3,Larceny from Motor Vehicle,2018-03-05 23:03:00,AMoore,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,Providence,41.8207935,-71.404162,Fox Point
2018-00500290,1,N Main St At Park Row,3,Larceny from Motor Vehicle,2018-03-05 21:38:14,CSical,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,Providence,41.828655,-71.409637,Downtown Providence
2018-00023340,1,51 Silver Spring St,3,"Larceny, Other",2018-03-05 21:29:00,EBreault,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,Providence,41.8454822,-71.4159036,Charles
2018-00023339,1,11 Dorrance St,3,"Larceny, Other",2018-03-05 21:25:27,GMorgan,11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,2018,property_crime,Providence,41.824317,-71.413276,Downtown Providence
2018-00023332,1,Meeting St At Hope St,3,Larceny from Motor Vehicle,2018-03-05 20:56:10,VPazzetta,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,Providence,41.82940749999999,-71.3981831,College Hill
2018-00023328,1,Meeting St At Hope St,3,Larceny from Motor Vehicle,2018-03-05 20:43:30,VPazzetta,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,Providence,41.82940749999999,-71.3981831,College Hill
2018-00023325,1,387 Charles St,3,"Assault, Aggravated",2018-03-05 20:32:00,PHourahan,11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,2018,violent_crime,Providence,41.843616,-71.417562,Charles
2018-00023327,0,30 Rodman St,3,Juvenile Matter,2018-03-05 20:26:00,JSmith,Not Used,No violations,2018,other_crime,Providence,41.7943145,-71.4153023,Elmwood
2018-00023320,1,28 Ringgold St,3,Warrant\Capias,2018-03-05 20:15:00,MSepe,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2018,other_crime,Providence,41.8218231,-71.4237823,Ward 13
2018-00023313,1,Ellenfield St At Virginia Ave,3,DUI,2018-03-05 20:05:00,JLopes,31-27-2.1,Chemical Test Refusal,2018,other_crime,Providence,41.7937922,-71.4008571,Washington Park
2018-00023313,1,Ellenfield St At Virginia Ave,3,Traffic Violation,2018-03-05 20:05:00,JLopes,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,Providence,41.7937922,-71.4008571,Washington Park
2018-00023313,1,Ellenfield St At Virginia Ave,3,Traffic Violation,2018-03-05 20:05:00,JLopes,31-26-5,Duty in Accident Resulting in Damage to Highway Fixture,2018,other_crime,Providence,41.7937922,-71.4008571,Washington Park
2018-00023313,1,Ellenfield St At Virginia Ave,3,Disorderly Conduct,2018-03-05 20:05:00,JLopes,11-45-1,DISORDERLY CONDUCT,2018,other_crime,Providence,41.7937922,-71.4008571,Washington Park
2018-00023313,1,Ellenfield St At Virginia Ave,3,DUI,2018-03-05 20:05:00,JLopes,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),2018,other_crime,Providence,41.7937922,-71.4008571,Washington Park
2018-00023313,1,Ellenfield St At Virginia Ave,3,Traffic Violation,2018-03-05 20:05:00,JLopes,31-14-1,Failure to Maintain Control,2018,other_crime,Providence,41.7937922,-71.4008571,Washington Park
2018-00023312,0,680 Union Ave,3,Lost Article,2018-03-05 20:04:00,Central Station,Not Used,No violations,2018,other_crime,Providence,41.8078684,-71.4612549,Silver Lake
2018-00023302,0,81 Washington Ave,3,Missing Persons,2018-03-05 19:37:00,Central Station,Not Used,No violations,2018,other_crime,Providence,41.788883,-71.3928617,Washington Park
2018-00023298,0,168 Western Promenade ,3,Lost Article,2018-03-05 19:21:00,Central Station,Not Used,No violations,2018,other_crime,Cranston,41.7770072,-71.4087493,Edgewood
2018-00023292,0,64 Dartmouth Ave,3,Missing Persons,2018-03-05 19:01:00,Central Station,Not Used,No violations,2018,other_crime,Providence,41.8083255,-71.4231664,Elmwood
2018-00023286,0,64 Dartmouth Ave,3,Missing Persons,2018-03-05 18:49:00,Central Station,Not Used,No violations,2018,other_crime,Providence,41.8083255,-71.4231664,Elmwood
2018-00500279,1,S  Water St At Packet St,3,Larceny from Motor Vehicle,2018-03-05 18:48:50,CLourenco,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,North Providence,41.8412677,-71.4767541,
2018-00023285,0,24 Tappan St,3,Missing Persons,2018-03-05 18:47:00,Central Station,Not Used,No violations,2018,other_crime,Providence,41.8463216,-71.42708379999999,Wanskuck
2018-00023283,1,480 Friendship St,3,Vandalism,2018-03-05 18:41:00,ASchneider,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.81026689999999,-71.4204784,Upper South Providence
2018-00023279,1,53 Ashburton St,3,Larceny from Motor Vehicle,2018-03-05 18:30:00,Central Station,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,Providence,41.8377582,-71.41483579999999,Mount Hope
2018-00500280,1,S Water St ,3,Vandalism,2018-03-05 18:23:49,CLourenco,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.8200079,-71.40377339999999,
2018-00023276,1,160 Benedict St,3,"Fraud, Swindle",2018-03-05 18:14:00,Central Station,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2018,other_crime,Providence,41.8058941,-71.4393122,West End Providence
2018-00023275,0,48 Wesleyan Ave,3,Missing Persons,2018-03-05 18:04:00,ASchneider,Not Used,No violations,2018,other_crime,Providence,41.8077049,-71.4195929,Upper South Providence
2018-00023272,1,263 Althea St,3,Motor Vehicle Theft,2018-03-05 17:55:00,LPelaez,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018,property_crime,Providence,41.80950929999999,-71.43930069999999,West End Providence
2018-00023268,0,495 Plainfield St,3,Property Damage,2018-03-05 17:49:00,Central Station,Not Used,No violations,2018,other_crime,Providence,41.8134749,-71.4550019,Silver Lake
2018-00023263,0,1 Reservoir Ave,3,Lost Article,2018-03-05 17:37:00,Central Station,Not Used,No violations,2018,other_crime,Providence,41.7968503,-71.4265504,
2018-00023248,0,Nan,3,Property Damage,2018-03-05 16:46:00,MCastillo,Not Used,No violations,2018,other_crime,Providence,41.8103525,-71.4614829,Silver Lake
2018-00023246,1,711 Westminster St,3,"Assault, Simple",2018-03-05 16:45:00,DJohnson,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,Providence,41.8185022,-71.4198857,Ward 13
2018-00023246,1,711 Westminster St,3,Municipal Code Violation,2018-03-05 16:45:00,DJohnson,Sec. 16-3.E,Disorderly Conduct E - Assemble to cause a fight,2018,other_crime,Providence,41.8185022,-71.4198857,Ward 13
