casenumber,counts,location,month,offense_desc,reported_date,reporting_officer,statute_code,statute_desc,year,offense_cat,city,lat,lon,neighborhood
2018-00023234,1,132 Harold St,3,Disorderly Conduct,2018-03-05 16:09:00,Central Station,11-45-1,DISORDERLY CONDUCT,2018,other_crime,Providence,41.830528,-71.439144,Valley
2018-00023232,1,132 Harold St,3,Disorderly Conduct,2018-03-05 16:07:00,Central Station,11-45-1,DISORDERLY CONDUCT,2018,other_crime,Providence,41.830528,-71.439144,Valley
2018-00023229,0,65 Bergen St,3,Lost Article,2018-03-05 16:01:00,Central Station,Not Used,No violations,2018,other_crime,Providence,41.83011339999999,-71.4399079,Valley
2018-00023228,0,258 Thayer St,3,Request for Assistance,2018-03-05 15:58:00,Central Station,Not Used,No violations,2018,other_crime,Providence,41.8289087,-71.4009061,College Hill
2018-00023225,1,70 Fricker St,3,Disorderly Conduct,2018-03-05 15:49:00,RReed,11-45-1,DISORDERLY CONDUCT,2018,other_crime,Providence,41.8166725,-71.4210162,Federal Hill
2018-00023213,1,1 Sabin St,3,Motor Vehicle Theft,2018-03-05 15:19:00,GMorgan,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018,property_crime,Providence,41.8242531,-71.4169345,Downtown Providence
2018-00023198,1,166 Valley St,3,"Fraud, Swindle",2018-03-05 14:51:00,Central Station,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2018,other_crime,Providence,41.8212619,-71.4403598,Olneyville
2018-00023196,1,434 Mt Pleasant Ave,3,"Assault, Simple",2018-03-05 14:39:00,RCarlin,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,Providence,41.839523,-71.452771,Mount Pleasant
2018-00023196,1,434 Mt Pleasant Ave,3,Vandalism,2018-03-05 14:39:00,RCarlin,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.839523,-71.452771,Mount Pleasant
2018-00023190,1,Broad St At Parkview Ave,3,Warrant\Capias,2018-03-05 14:22:00,ECuri,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2018,other_crime,Providence,41.792171,-71.40715829999999,Washington Park
2018-00023190,1,Broad St At Parkview Ave,3,Warrant\Capias,2018-03-05 14:22:00,ECuri,BWARRANT-OS,BENCH WARRANT ISSUED - OUT OF STATE,2018,other_crime,Providence,41.792171,-71.40715829999999,Washington Park
2018-00023189,1,7 Barrows St,3,"Fraud, Swindle",2018-03-05 14:21:00,Central Station,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2018,other_crime,Providence,41.8124981,-71.45786869999999,Silver Lake
2018-00023185,0,159 Sackett St,3,Juvenile Matter,2018-03-05 13:56:16,JDalton,Not Used,No violations,2018,other_crime,Providence,41.7944378,-71.4188507,Elmwood
2018-00023180,1,100 Houghton St,3,"Assault, Simple",2018-03-05 13:42:00,CRodriguez,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,Providence,41.85643450000001,-71.4358306,Wanskuck
2018-00023178,1,1 Providence Pl,3,"Fraud, Swindle",2018-03-05 13:33:00,Central Station,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2018,other_crime,Providence,41.8283682,-71.4164302,Downtown Providence
2018-00023177,1,99 11Th St,3,Disorderly Conduct,2018-03-05 13:30:00,Central Station,11-45-1,DISORDERLY CONDUCT,2018,other_crime,Providence,41.854647,-71.393772,Hope
2018-00023155,1,87 Manomet St,3,Vandalism,2018-03-05 12:16:00,IYousif,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,2018,property_crime,Providence,41.833818,-71.453773,Mount Pleasant
2018-00023155,1,87 Manomet St,3,Disorderly Conduct,2018-03-05 12:16:00,IYousif,11-45-1,DISORDERLY CONDUCT,2018,other_crime,Providence,41.833818,-71.453773,Mount Pleasant
2018-00023148,1,627 Cranston St,3,RI Statute Violation,2018-03-05 12:00:00,TRudd,11-37.1-3,SEXUAL OFFENDER REGISTRATION REQUIRED,2018,other_crime,Providence,41.806826,-71.436239,West End Providence
2018-00023149,1,227 Unit St,3,Vandalism,2018-03-05 12:00:00,AChin,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.831643,-71.4544952,Mount Pleasant
2018-00023146,1,325 Washington St,3,RI Statute Violation,2018-03-05 11:51:00,TRudd,11-37.1-3,SEXUAL OFFENDER REGISTRATION REQUIRED,2018,other_crime,Providence,41.8197292,-71.4203694,Ward 13
2018-00023150,0,117 Burnett St,3,Property Damage,2018-03-05 11:37:00,ECraven,Not Used,No violations,2018,other_crime,Providence,41.8030511,-71.4289391,West End Providence
2018-00023132,1,63 Westminster St,3,"Larceny, Other",2018-03-05 11:20:00,Central Station,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,Providence,41.82498090000001,-71.4102144,Ward 13
2018-00023127,1,160 Broad St,3,"Assault, Simple",2018-03-05 10:59:00,ECuri,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,Providence,41.8169108,-71.4167171,
2018-00023111,0,324 Hope St,3,Juvenile Matter,2018-03-05 10:09:00,CTorres,Not Used,No violations,2018,other_crime,Providence,41.8346576,-71.4027551,College Hill
2018-00023112,1,15 Pratt St,3,Vandalism,2018-03-05 10:08:25,RKing,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.8343886,-71.4085727,College Hill
2018-00500281,1,283 Allens Ave,3,Larceny from Motor Vehicle,2018-03-05 10:04:57,CLourenco,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,Providence,41.8052201,-71.4033554,Lower South Providence
2018-00023108,0,174 Potters Ave,3,Juvenile Matter,2018-03-05 09:45:14,JDalton,Not Used,No violations,2018,other_crime,Providence,41.8041728,-71.4132846,Lower South Providence
2018-00023103,1,1 Kennedy Plz,3,"Assault, Simple",2018-03-05 09:41:00,RChin,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,Providence,41.8246585,-71.41201889999999,Downtown Providence
2018-00500282,1,92 Doyle Ave,3,"Fraud, Credit Card",2018-03-05 09:33:27,CLourenco,11-49-4,FRAUDULENT USE OF CREDIT CARDS,2018,other_crime,Providence,41.838972,-71.40482399999999,Mount Hope
2018-00023096,0,95 Penn St,3,Property Damage,2018-03-05 09:24:00,ECraven,Not Used,No violations,2018,other_crime,Providence,41.821261,-71.432998,Ward 13
2018-00023091,0,278 Thurbers Ave,3,Article Found,2018-03-05 08:50:53,JDalton,Not Used,No violations,2018,other_crime,Providence,41.798347,-71.41077980000001,Lower South Providence
2018-00500283,1,Meeting St At Hope St,3,Larceny from Motor Vehicle,2018-03-05 07:17:22,CLourenco,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,Providence,41.82940749999999,-71.3981831,College Hill
2018-00023068,1,68 Waverly St,3,Larceny from Motor Vehicle,2018-03-05 06:42:59,TGomes,11-41-1,LARCENY/O $1500 - FROM MV,2018,property_crime,Providence,41.8073071,-71.43149020000001,West End Providence
2018-00023034,1,10 Dorrance St,3,"Assault, Simple",2018-03-05 01:24:57,ADaCruz,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,Providence,41.8240711,-71.41197149999999,Downtown Providence
2018-00023030,1,Atwells Ave At Harris Ave,3,"Assault, Simple",2018-03-05 01:08:00,PCaminero,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,Providence,41.8244572,-71.4354014,Valley
2018-00023016,1,139 Mathewson St,3,Warrant\Capias,2018-03-05 00:24:00,RCriner,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2018,other_crime,Providence,41.8224335,-71.4140912,Ward 13
2018-00023015,1,Pratt Statonley St ,3,Warrant\Capias,2018-03-05 00:16:00,TCalandra,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2018,other_crime,Providence,41.8125228,-71.40753280000001,Upper South Providence
2018-00023008,1,325 Washington St,3,Warrant\Capias,2018-03-04 23:50:00,JGreeno,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2018,other_crime,Providence,41.8197292,-71.4203694,Ward 13
2018-00022997,1,424 Prairie Ave,3,"Larceny, Other",2018-03-04 23:00:00,LFerreras,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,Providence,41.8025963,-71.4134006,Lower South Providence
2018-00022994,1,79 Washington St,3,"Assault, Simple",2018-03-04 22:28:00,CKennedy,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,Providence,41.8235438,-71.4143756,Downtown Providence
2018-00022988,1,Congress Ave At Broad St,3,"Assault, Simple",2018-03-04 21:43:00,RByfield,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,Providence,41.801034,-71.41803589999999,Elmwood
2018-00022987,0,103 Dyke Street ,3,Lost Article,2018-03-04 21:39:00,Central Station,Not Used,No violations,2018,other_crime,Providence,41.8160943,-71.4436592,Olneyville
2018-00022975,1,15 Glasgow St,3,RI Statute Violation,2018-03-04 20:40:00,PHourahan,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,2018,other_crime,Providence,41.8472273,-71.42640229999999,Wanskuck
2018-00022975,1,15 Glasgow St,3,Vandalism,2018-03-04 20:40:00,PHourahan,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.8472273,-71.42640229999999,Wanskuck
2018-00022975,1,15 Glasgow St,3,Municipal Code Violation,2018-03-04 20:40:00,PHourahan,Sec. 16-3.A,Disorderly and indecent conduct A - Theatening,2018,other_crime,Providence,41.8472273,-71.42640229999999,Wanskuck
2018-00022958,1,Prairie Ave At Thurbers Ave,3,Traffic Violation,2018-03-04 19:22:00,JBenros,31-11-18.1,"Driving after Denial, Revocation or Suspension for Misd.",2018,other_crime,Providence,41.7987434,-71.41191049999999,Lower South Providence
2018-00022952,1,155 Messer St,3,Robbery,2018-03-04 18:58:00,DSteele,11-39-1,ROBBERY-1ST DEGREE,2018,property_crime,Providence,41.811192,-71.435695,West End Providence
2018-00022951,1,126 Linwood Ave,3,Burglary,2018-03-04 18:44:00,DJohnson,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,property_crime,Providence,41.8070274,-71.435069,West End Providence
2018-00022944,0,96 Canton St,3,Request for Assistance,2018-03-04 18:33:00,GValletta,Not Used,No violations,2018,other_crime,Providence,41.8314453,-71.44252110000001,Valley
2018-00022935,0,939 Douglas Ave,3,Missing Persons,2018-03-04 18:10:00,Central Station,Not Used,No violations,2018,other_crime,Providence,41.853687,-71.437866,Wanskuck
2018-00022936,1,560 Cranston St,3,Robbery,2018-03-04 18:02:00,LPelaez,11-39-1,ROBBERY-1ST DEGREE,2018,property_crime,Providence,41.8083303,-71.4345725,West End Providence
2018-00022932,1,470 Lloyd Ave,3,Burglary,2018-03-04 17:52:20,VPazzetta,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,property_crime,Providence,41.8347907,-71.3885992,Blackstone
2018-00022930,1,45 Pleasant Valley Pky,3,Traffic Violation,2018-03-04 17:42:00,JLopes,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,Providence,41.8299225,-71.4260534,Smith Hill
2018-00500289,1,885 Boulevard ,3,"Larceny, Other",2018-03-04 17:30:04,CSical,11-41-1,LARCENY/U $1500 - OTH LAR,2018,property_crime,West Warwick,41.7254768,-71.4912748,
2018-00022923,0,Pembroke Ave ,3,Lost Article,2018-03-04 17:14:00,Central Station,Not Used,No violations,2018,other_crime,Providence,41.8391171,-71.43023720000001,
2018-00022921,1,5 Downing St,3,RI Statute Violation,2018-03-04 17:09:00,JSmith,11-59-3,VIOLATION OF RESTRAINING ORDER,2018,other_crime,Providence,41.7946917,-71.4277211,Reservoir
2018-00022915,1,425 Prairie Ave,3,Vandalism,2018-03-04 16:44:00,JSmith,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.8024884,-71.4137368,Lower South Providence
2018-00500288,1,20 Providence Pl,3,"Larceny, Other",2018-03-04 16:39:00,CSical,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,Providence,41.827286,-71.415986,Downtown Providence
2018-00022900,0,103 Union Ave,3,Motor Vehicle Violation,2018-03-04 16:13:00,LPelaez,Not Used,No violations,2018,other_crime,Providence,41.8092242,-71.4391607,West End Providence
2018-00022896,1,601 N  Main St,3,Larceny from Motor Vehicle,2018-03-04 15:56:00,GBustamante,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,Providence,41.8372824,-71.4082834,Mount Hope
2018-00022895,1,234 Lenox Ave,3,"Larceny, Other",2018-03-04 15:54:00,JSmith,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,Providence,41.79543719999999,-71.4233732,Elmwood
2018-00022881,0,500 Cranston St,3,Medical Aid,2018-03-04 15:28:00,LPelaez,Not Used,No violations,2018,other_crime,Providence,41.8095191,-71.433289,West End Providence
2018-00022880,1,Acorn St At Atwells Ave,3,RI Statute Violation,2018-03-04 15:23:00,DJohnson,12-29-4,VIOLATION -NO CONTACT ORDER,2018,other_crime,Providence,41.8236891,-71.4280552,Ward 13
2018-00022880,1,Acorn St At Atwells Ave,3,"Assault, Threats",2018-03-04 15:23:00,DJohnson,11-32-5,INTIMIDATE WITNESS/VICTIMS OF CRIMES,2018,violent_crime,Providence,41.8236891,-71.4280552,Ward 13
2018-00500287,1,83 America St,3,Larceny from Motor Vehicle,2018-03-04 15:21:19,CSical,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,Providence,41.8213859,-71.427387,Ward 13
2018-00022874,1,202 Washington Ave,3,Motor Vehicle Theft,2018-03-04 15:01:12,KDemarco,11-41-1,LARCENY/U $1500 - AUTO THEFT,2018,property_crime,Providence,41.7876929,-71.3972552,Washington Park
2018-00022870,1,1 Providence Pl,3,"Larceny, Shoplifting",2018-03-04 14:45:00,GKue,11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,2018,property_crime,Providence,41.8283682,-71.4164302,Downtown Providence
2018-00022863,1,740 Manton Ave,3,Traffic Violation,2018-03-04 14:30:00,KMatsumoto,31-15-3,Left Of Center Passing of Vehicle Proceeding in Opposite Direction,2018,other_crime,Providence,41.830313,-71.4636318,Manton
2018-00022863,1,740 Manton Ave,3,DUI,2018-03-04 14:30:00,KMatsumoto,31-27-2.1,Chemical Test Refusal,2018,other_crime,Providence,41.830313,-71.4636318,Manton
2018-00022863,1,740 Manton Ave,3,Traffic Violation,2018-03-04 14:30:00,KMatsumoto,31-27-4,"Reckless Driving, Drag Racing - Attempting to Elude",2018,other_crime,Providence,41.830313,-71.4636318,Manton
2018-00022863,1,740 Manton Ave,3,Traffic Violation,2018-03-04 14:30:00,KMatsumoto,31-14-1,Failure to Maintain Control,2018,other_crime,Providence,41.830313,-71.4636318,Manton
2018-00022863,1,740 Manton Ave,3,DUI,2018-03-04 14:30:00,KMatsumoto,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),2018,other_crime,Providence,41.830313,-71.4636318,Manton
2018-00022863,1,740 Manton Ave,3,Traffic Violation,2018-03-04 14:30:00,KMatsumoto,31-11-18.1,"Driving after Denial, Revocation or Suspension for Misd.",2018,other_crime,Providence,41.830313,-71.4636318,Manton
2018-00022855,1,121 Spruce St,3,Receiving Stolen Property,2018-03-04 13:54:22,JDalton,31-9-2,Possession of Stolen Vehicle or Parts,2018,other_crime,Providence,41.8245834,-71.4280088,Ward 13
2018-00022853,1,Chalkstone Ave At Rankin Ave,3,"Assault, Simple",2018-03-04 13:45:00,ASchneider,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,Providence,41.8323317,-71.4402795,Elmhurst
2018-00500286,1,Alverson Ave 2 Floor ,3,"Fraud, Swindle",2018-03-04 13:02:18,CSical,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2018,other_crime,Providence,41.8128411,-71.4580381,Hartford
2018-00022845,1,1 Exchange St,3,Motor Vehicle Theft,2018-03-04 13:00:45,CKennedy,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018,property_crime,Providence,41.8245637,-71.4098463,Downtown Providence
2018-00022839,1,48 Parkis Ave,3,"Larceny, Other",2018-03-04 12:33:08,KWigginton,11-41-1,LARCENY/U $1500 - OTH LAR,2018,property_crime,Providence,41.8089584,-71.4236744,Elmwood
2018-00022839,1,48 Parkis Ave,3,"Assault, Simple",2018-03-04 12:33:08,KWigginton,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,Providence,41.8089584,-71.4236744,Elmwood
2018-00022837,1,Admiral St At Whipple St,3,Traffic Violation,2018-03-04 12:23:54,FLopez,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,Providence,41.8406503,-71.4189756,Wanskuck
2018-00022825,1,20 Providence Pl,3,Larceny from Building,2018-03-04 12:00:00,RChin,11-41-1,LARCENY/U $1500 - FROM BLD,2018,property_crime,Providence,41.827286,-71.415986,Downtown Providence
2018-00022834,1,Cranston St At Diamond St,3,Traffic Violation,2018-03-04 11:56:00,KMatsumoto,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,Providence,41.8122284,-71.43036,West End Providence
2018-00022834,1,Cranston St At Diamond St,3,Traffic Violation,2018-03-04 11:56:00,KMatsumoto,31-11-20,Permitting Unauthorized Person to Drive,2018,other_crime,Providence,41.8122284,-71.43036,West End Providence
2018-00022834,1,Cranston St At Diamond St,3,Traffic Violation,2018-03-04 11:56:00,KMatsumoto,31-17-4,Vehicles Entering Stop or Yield Intersection,2018,other_crime,Providence,41.8122284,-71.43036,West End Providence
2018-00022834,1,Cranston St At Diamond St,3,Traffic Violation,2018-03-04 11:56:00,KMatsumoto,31-18-8,Due Care by Drivers,2018,other_crime,Providence,41.8122284,-71.43036,West End Providence
2018-00022807,1,325 Washington St,3,"Assault, Threats",2018-03-04 11:21:00,ECraven,11-21-1,HAZING - INTIMIDATION,2018,violent_crime,Providence,41.8197292,-71.4203694,Ward 13
2018-00022804,0,55 Congress Ave,3,Violation of Restraining Order,2018-03-04 11:12:10,KWigginton,Not Used,No violations,2018,other_crime,Providence,41.800626,-71.42038699999999,Elmwood
2018-00500285,1,104 Kenyon St,3,Larceny from Motor Vehicle,2018-03-04 10:51:52,CSical,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,Providence,41.820897,-71.426249,Ward 13
2018-00022789,0,86 Progress Ave,3,Juvenile Matter,2018-03-04 10:34:11,MChasse,Not Used,No violations,2018,other_crime,Providence,41.8091816,-71.44610039999999,Silver Lake
2018-00022778,1,21 Atwells Ave,3,Larceny from Motor Vehicle,2018-03-04 09:42:00,RChin,11-41-1,LARCENY/O $1500 - FROM MV,2018,property_crime,Providence,41.8230017,-71.4185724,Ward 13
2018-00022766,1,122 Berkshire St,3,Larceny from Motor Vehicle,2018-03-04 09:11:36,RKing,11-41-1,LARCENY/O $1500 - FROM MV,2018,property_crime,Providence,41.8442233,-71.4239475,Wanskuck
2018-00500284,1,36 Harrison St,3,Vandalism,2018-03-04 08:42:00,CSical,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.8158325,-71.4296773,Ward 13
2018-00022762,1,25 Tobey St,3,"Larceny, Other",2018-03-04 07:43:25,JDalton,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,Providence,41.819866,-71.436138,Ward 13
2018-00022759,1,100 Randall Sq,3,"Larceny, Other",2018-03-04 07:14:33,DHull,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,Providence,41.83780470000001,-71.41030649999999,Mount Hope
2018-00022753,1,100 Atwells Ave,3,"Larceny, Other",2018-03-04 06:57:00,Central Station,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,Providence,41.8227754,-71.4212627,Ward 13
2018-00022751,1,117 Camden Ave,3,"Assault, Simple",2018-03-04 06:19:00,TCalandra,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,Providence,41.8383926,-71.4263417,Smith Hill
2018-00022749,1,155 Salina St,3,"Assault, Aggravated",2018-03-04 05:24:00,RMalloy,11-5-2,FELONY ASSAULT,2018,violent_crime,Providence,41.84702,-71.424544,Wanskuck
2018-00022748,1,9 Pratt St ,3,Vandalism,2018-03-04 05:17:00,AMoore,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.8349464,-71.4087804,College Hill
2018-00022748,1,9 Pratt St ,3,Larceny from Motor Vehicle,2018-03-04 05:17:00,AMoore,11-41-1,LARCENY/O $1500 - FROM MV,2018,property_crime,Providence,41.8349464,-71.4087804,College Hill
2018-00022744,1,245 Broadway ,3,Larceny from Motor Vehicle,2018-03-04 04:37:00,BMcKenna,11-41-1,LARCENY/O $1500 - FROM MV,2018,property_crime,Providence,41.820927,-71.425831,Ward 13
2018-00022736,1,Atwells Ave At Dean St,3,"Assault, Simple",2018-03-04 03:36:00,Central Station,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,Providence,41.8234078,-71.4242155,Ward 13
2018-00022720,1,533 Elmwood Ave,3,"Fraud, Credit Card",2018-03-04 02:58:00,EEspinal,11-49-4,FRAUDULENT USE OF CREDIT CARDS,2018,other_crime,Providence,41.7976026,-71.4267823,West End Providence
2018-00022719,0,Messer St At Cranston St,3,Accident,2018-03-04 02:48:00,JCascione,Not Used,No violations,2018,other_crime,Providence,41.809637,-71.43343449999999,West End Providence
2018-00022711,1,Cutler St At Barstow St,3,Warrant\Capias,2018-03-04 02:44:00,MPlace,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2018,other_crime,Providence,41.8240403,-71.4416365,Olneyville
2018-00022711,1,Cutler St At Barstow St,3,Traffic Violation,2018-03-04 02:44:00,MPlace,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,Providence,41.8240403,-71.4416365,Olneyville
2018-00022706,1,216 Broadway ,3,Vandalism,2018-03-04 02:20:00,MGuerra,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.8207073,-71.424611,Ward 13
2018-00022715,1,Chapin Ave At Ellery St,3,Vandalism,2018-03-04 02:10:00,BMcKenna,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.811886,-71.438164,West End Providence
