casenumber,counts,location,month,offense_desc,reported_date,reporting_officer,statute_code,statute_desc,year,offense_cat,hour,minute,day,lat,lon,city,neighborhood
2017-00106322,1,160 Narragansett Ave,10,Municipal Code Violation,2017-10-11 07:20:00,Central Station,Sec. 16-3.A,Disorderly and indecent conduct A - Theatening,2017,other_crime,7,20,11,41.790718,-71.4056169,Providence County,Providence
2017-00106316,1,35 Oxford St,10,Burglary,2017-10-11 06:53:00,PCaminero,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2017,property_crime,6,53,11,41.7986548,-71.4154846,Providence,Elmwood
2017-00106290,1,362 Pocasset Ave,10,Traffic Violation,2017-10-11 02:51:00,FTavares,31-11-18,"Driving after Denial, Suspension or Revocation of License",2017,other_crime,2,51,11,41.824553,-71.410696,Providence County,Providence
2017-00106284,1,475 Valley St,10,RI Statute Violation,2017-10-11 02:24:00,MLuke,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,2017,other_crime,2,24,11,41.817601,-71.4335289,Providence,Ward 13
2017-00106284,1,475 Valley St,10,RI Statute Violation,2017-10-11 02:24:00,MLuke,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,2017,other_crime,2,24,11,41.8239932,-71.4129367,Providence,Downtown Providence
2017-00106284,1,475 Valley St,10,Tresspassing,2017-10-11 02:24:00,MLuke,11-44-28,TRESPASS UPON PREMISES/PRIVATE REC. FACILITIES,2017,property_crime,2,24,11,41.830348,-71.4011084,Providence,College Hill
2017-00500087,1,49 Judith St,10,Vandalism,2017-10-11 01:31:06,SPartridge,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,property_crime,1,31,11,41.88289109999999,-71.3784247,Providence County,Pawtucket
2017-00106267,1,479 Manton Ave,10,Vandalism,2017-10-11 00:51:00,JLopes,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,property_crime,0,51,11,40.5749932,-74.5010313,Middlesex County,Middlesex
2017-00106266,1,199 Power St,10,Burglary,2017-10-11 00:51:00,EWajda,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2017,property_crime,0,51,11,41.8159095,-71.4152905,Rhode Island,Providence County
2017-00106265,1,47 Ford St,10,Vandalism,2017-10-11 00:42:00,INerney,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,property_crime,0,42,11,41.8219279,-71.4228134,Providence,Ward 13
2017-00106248,1,15 Hospital St,10,Drug Offenses,2017-10-11 00:11:00,AGroot,21-28-4.01-C2-(iii),POSSESSION OF MARIJUANA 1OZ OR LESS OVER 18 YEARS OF AGE,2017,other_crime,0,11,11,40.670434,-73.94797299999999,Brooklyn,Crown Heights
2017-00106243,1,18 Job St,10,Warrant\Capias,2017-10-11 00:08:00,BMcKenna,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2017,other_crime,0,8,11,41.81404209999999,-71.4479923,Providence,Silver Lake
