casenumber,counts,location,month,offense_desc,reported_date,reporting_officer,statute_code,statute_desc,year,offense_cat,hour,minute,day,lat,lon,city,neighborhood
2018-00012731,1,95 Woodbine St,2,"Fraud, Swindle",2018-02-05 10:54:00,Central Station,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2018,other_crime,10,54,5,,,,
2018-00012728,1,20 Bernon St,2,Vandalism,2018-02-05 10:47:00,WDickie,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,10,47,5,,,,
2018-00012726,1,4 South Ln,2,Vandalism,2018-02-05 10:29:00,AChin,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,10,29,5,,,,
2018-00500153,1,200 Exchange St,2,Larceny from Motor Vehicle,2018-02-05 10:10:32,CSical,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,10,10,5,,,,
2018-00012720,1,100 Taber Ave,2,"Fraud, Swindle",2018-02-05 10:09:17,RKing,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2018,other_crime,10,9,5,,,,
2018-00012712,1,507 Chalkstone Ave,2,Vandalism,2018-02-05 09:43:00,WDickie,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,9,43,5,,,,
2018-00012695,1,Laurel Hill Ave At Cleveland St,2,Traffic Violation,2018-02-05 08:36:24,JKane,31-11-18.1,"Driving after Denial, Revocation or Suspension for Misd.",2018,other_crime,8,36,5,,,,
2018-00012694,1,208 Weybosset St,2,"Larceny, Other",2018-02-05 08:32:03,TRose,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,8,32,5,,,,
2018-00012686,1,62 Grosvenor Ave,2,"Larceny, Other",2018-02-05 08:05:19,CKennedy,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,8,5,5,,,,
2018-00012680,1,128 Oak St,2,"Larceny, Other",2018-02-05 07:38:31,TGomes,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,7,38,5,,,,
2018-00012682,1,62 Lancashire St,2,Burglary,2018-02-05 07:35:00,AChin,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,property_crime,7,35,5,,,,
2018-00012677,1,25 Wainwright St,2,Larceny from Motor Vehicle,2018-02-05 06:45:00,AChin,11-41-1,LARCENY/O $1500 - FROM MV,2018,property_crime,6,45,5,,,,
2018-00012651,1,45 Pleasant Valley Pky,2,"Assault, Simple",2018-02-05 02:11:00,MRousseau,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,2,11,5,,,,
2018-00012646,1,133 Waverly St,2,"Assault, Simple",2018-02-05 01:34:00,LFerreras,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,1,34,5,,,,
2018-00012642,1,485 Cranston St,2,"Assault, Simple",2018-02-05 01:16:00,NCruz,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,1,16,5,,,,
2018-00012633,1,45 Sutton St,2,Vandalism,2018-02-05 01:12:00,PCaminero,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,1,12,5,,,,
2018-00012636,1,239 Federal St,2,Larceny from Motor Vehicle,2018-02-05 01:04:00,PCaminero,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,1,4,5,,,,
2018-00012629,1,338 Atwells Ave,2,Disorderly Conduct,2018-02-05 00:54:00,LFerreras,11-45-1,DISORDERLY CONDUCT,2018,other_crime,0,54,5,,,,
2018-00012624,1,65 Manton Ave,2,"Larceny, Shoplifting",2018-02-05 00:24:00,CBeach,11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,2018,property_crime,0,24,5,,,,
2018-00012627,1,45 Sutton St,2,Vandalism,2018-02-05 00:21:00,PCaminero,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,0,21,5,,,,
2018-00012623,1,100 Knight St,2,Larceny from Motor Vehicle,2018-02-05 00:19:00,PCaminero,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,0,19,5,,,,
2018-00012622,1,26 Woodmont St,2,"Assault, Simple",2018-02-05 00:18:00,EEspinal,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,0,18,5,,,,
2018-00012617,1,160 Oakland Ave,2,Liquor Law Violations,2018-02-05 00:05:00,KRichards,3-8-10,POSSESSION OF BEVERAGE-UNDERAGE PERSONS,2018,other_crime,0,5,5,,,,
2018-00012612,1,52 Fairview St,2,Larceny from Building,2018-02-04 23:41:00,MLuke,11-41-1,LARCENY/U $1500 - FROM BLD,2018,property_crime,23,41,4,,,,
2018-00012612,1,52 Fairview St,2,Larceny from Building,2018-02-04 23:41:00,MLuke,11-41-1,LARCENY/O $1500 - FROM BLD,2018,property_crime,23,41,4,,,,
2018-00012612,1,52 Fairview St,2,Vandalism,2018-02-04 23:41:00,MLuke,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,23,41,4,,,,
2018-00012600,1,993 Manton Ave,2,Burglary,2018-02-04 23:15:00,LMarroquin,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,property_crime,23,15,4,,,,
2018-00012593,1,867 Plainfield St,2,"Assault, Aggravated",2018-02-04 22:54:00,MFadale,11-5-2,FELONY ASSAULT,2018,violent_crime,22,54,4,,,,
2018-00012588,1,Chad Brown St At Pembroke Ave,2,Municipal Code Violation,2018-02-04 22:42:00,NManfredi,Sec. 23-32.  ," Possession ,of alcoholic beverages on any public street, sidewalk, licensed parking lot, way or grounds owned by city.",2018,other_crime,22,42,4,,,,
2018-00012586,1,225 Sunbury St,2,"Larceny, Other",2018-02-04 22:32:00,PHourahan,11-41-1,LARCENY/U $1500 - OTH LAR,2018,property_crime,22,32,4,,,,
2018-00012586,1,225 Sunbury St,2,"Assault, Simple",2018-02-04 22:32:00,PHourahan,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,22,32,4,,,,
2018-00012576,1,134 Vinton St ,2,Robbery,2018-02-04 21:49:27,BBoudreau,11-39-1,ROBBERY-1ST DEGREE,2018,property_crime,21,49,4,,,,
2018-00012573,1,952 Manton Ave,2,Disorderly Conduct,2018-02-04 21:38:00,GScarcello,11-45-1,DISORDERLY CONDUCT,2018,other_crime,21,38,4,,,,
2018-00012566,1,661 Manton Ave,2,"Assault, Simple",2018-02-04 21:08:00,CCastagliuolo,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,21,8,4,,,,
2018-00012561,1,Union Ave At Pocasset Ave,2,Traffic Violation,2018-02-04 20:35:00,CVingi,31-47-9,Operating a MV without Evidence of Insurance,2018,other_crime,20,35,4,,,,
2018-00012561,1,Union Ave At Pocasset Ave,2,DUI,2018-02-04 20:35:00,CVingi,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),2018,other_crime,20,35,4,,,,
2018-00012561,1,Union Ave At Pocasset Ave,2,Traffic Violation,2018-02-04 20:35:00,CVingi,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,20,35,4,,,,
2018-00012561,1,Union Ave At Pocasset Ave,2,DUI,2018-02-04 20:35:00,CVingi,31-27-2.1,Chemical Test Refusal,2018,other_crime,20,35,4,,,,
2018-00012561,1,Union Ave At Pocasset Ave,2,Traffic Violation,2018-02-04 20:35:00,CVingi,31-15-3,Left Of Center Passing of Vehicle Proceeding in Opposite Direction,2018,other_crime,20,35,4,,,,
2018-00012557,1,624 Plainfield St,2,Receiving Stolen Property,2018-02-04 20:18:00,MCamardo,31-9-2,Possession of Stolen Vehicle or Parts,2018,other_crime,20,18,4,,,,
2018-00012557,1,624 Plainfield St,2,RI Statute Violation,2018-02-04 20:18:00,MCamardo,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,2018,other_crime,20,18,4,,,,
2018-00012537,1,34 Adelaide Ave,2,Burglary,2018-02-04 18:22:00,ALevesque,11-8-1.1,ATTEMPTED BREAKING AND ENTERING,2018,property_crime,18,22,4,,,,
2018-00012531,1,19 Hannah St,2,Vandalism,2018-02-04 17:39:00,KDoldoorian,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,17,39,4,,,,
2018-00012527,1,1 Providence Pl,2,"Larceny, Other",2018-02-04 17:31:00,Central Station,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,17,31,4,,,,
2018-00012526,1,14 Rye St,2,Burglary,2018-02-04 17:26:00,MCamardo,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,property_crime,17,26,4,,,,
2018-00012517,1,150 Texas Ave,2,Vandalism,2018-02-04 16:56:00,NManfredi,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,16,56,4,,,,
2018-00012517,1,150 Texas Ave,2,Burglary,2018-02-04 16:56:00,NManfredi,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,property_crime,16,56,4,,,,
2018-00012517,1,150 Texas Ave,2,"Larceny, Other",2018-02-04 16:56:00,NManfredi,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,16,56,4,,,,
2018-00012501,1,14 Rye St,2,Larceny from Motor Vehicle,2018-02-04 16:01:00,Central Station,11-41-1,LARCENY/O $1500 - FROM MV,2018,property_crime,16,1,4,,,,
2018-00012503,1,593 Eddy St,2,Vandalism,2018-02-04 15:59:00,RByfield,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,15,59,4,,,,
2018-00012503,1,593 Eddy St,2,"Assault, Simple",2018-02-04 15:59:00,RByfield,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,15,59,4,,,,
2018-00012486,1,202 Harrison St,2,Disorderly Conduct,2018-02-04 14:34:00,LFernandez,11-45-1,DISORDERLY CONDUCT,2018,other_crime,14,34,4,,,,
2018-00012486,1,202 Harrison St,2,Burglary,2018-02-04 14:34:00,LFernandez,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,property_crime,14,34,4,,,,
2018-00012480,1,100 Providence Pl,2,Larceny from Motor Vehicle,2018-02-04 13:49:59,JHenderson,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,13,49,4,,,,
2018-00012480,1,100 Providence Pl,2,Tresspassing,2018-02-04 13:49:59,JHenderson,11-44-26,WILLFUL TRESPASS,2018,property_crime,13,49,4,,,,
2018-00012477,1,378 Potters Ave,2,Vandalism,2018-02-04 13:45:23,TRichards,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,13,45,4,,,,
2018-00500154,1,67 Vernon St,2,"Larceny, Other",2018-02-04 13:02:15,CSical,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,13,2,4,,,,
2018-00012440,1,605 Hope St,2,Vandalism,2018-02-04 10:41:53,MMaycock,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,10,41,4,,,,
2018-00012435,1,57 Regent Ave,2,"Assault, Simple",2018-02-04 10:11:00,JAndrade,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,10,11,4,,,,
2018-00012434,1,779 Academy Ave,2,Motor Vehicle Theft,2018-02-04 10:10:00,IYousif,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018,property_crime,10,10,4,,,,
2018-00012430,1,131 Larch St,2,Vandalism,2018-02-04 09:35:49,MMaycock,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,9,35,4,,,,
2018-00012422,1,151 Cumberland St,2,Motor Vehicle Theft,2018-02-04 08:09:00,AChin,11-41-1,LARCENY/U $1500 - AUTO THEFT,2018,property_crime,8,9,4,,,,
2018-00012419,1,75 Forest St,2,Larceny from Motor Vehicle,2018-02-04 07:55:10,WMann,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,7,55,4,,,,
2018-00012398,1,Hartford Ave. At Alverson Ave. ,2,Drug Offenses,2018-02-04 03:30:00,BMcKenna,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2018,other_crime,3,30,4,,,,
2018-00012391,1,51 Silver Spring St,2,Larceny from Motor Vehicle,2018-02-04 02:58:00,Central Station,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,2,58,4,,,,
2018-00012390,1,21 Atwells Ave,2,"Assault, Aggravated",2018-02-04 02:56:22,ADaCruz,11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,2018,violent_crime,2,56,4,,,,
2018-00012369,1,18 George St,2,DUI,2018-02-04 02:12:00,MTroia,31-27-2.1,Chemical Test Refusal,2018,other_crime,2,12,4,,,,
2018-00012369,1,18 George St,2,DUI,2018-02-04 02:12:00,MTroia,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),2018,other_crime,2,12,4,,,,
2018-00012366,1,Oakland Ave At Dickens St,2,Vandalism,2018-02-04 02:05:00,MRousseau,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,2,5,4,,,,
2018-00012356,1,146 Acorn St,2,"Assault, Simple",2018-02-04 01:36:00,MGuerra,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,1,36,4,,,,
2018-00012359,1,457 Benefit St,2,"Assault, Simple",2018-02-04 01:32:00,JPineau,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,1,32,4,,,,
2018-00012359,1,457 Benefit St,2,Larceny from Motor Vehicle,2018-02-04 01:32:00,JPineau,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,1,32,4,,,,
2018-00012352,1,Douglas Ave At Orms St,2,Traffic Violation,2018-02-04 01:19:00,GVargas,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,1,19,4,,,,
2018-00012347,2,164 Summit Ave,2,RI Statute Violation,2018-02-04 01:04:00,TCalandra,11-1-6,CONSPIRACY - ALL OTH OFFENSE,2018,other_crime,1,4,4,,,,
2018-00012347,2,164 Summit Ave,2,"Assault, Simple",2018-02-04 01:04:00,TCalandra,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,1,4,4,,,,
2018-00012347,2,164 Summit Ave,2,"Assault, Aggravated",2018-02-04 01:04:00,TCalandra,11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,2018,violent_crime,1,4,4,,,,
2018-00012347,1,164 Summit Ave,2,Municipal Code Violation,2018-02-04 01:04:00,TCalandra,Sec. 16-3.D,Disorderly Conduct D - Obstruct,2018,other_crime,1,4,4,,,,
2018-00012330,1,Pembroke Ave At Chad Brown St,2,Municipal Code Violation,2018-02-04 00:32:00,JDoucette,Sec. 23-32.  ," Possession ,of alcoholic beverages on any public street, sidewalk, licensed parking lot, way or grounds owned by city.",2018,other_crime,0,32,4,,,,
2018-00012327,1,Pinehurst Ave At Eaton St,2,Liquor Law Violations,2018-02-04 00:25:00,KRichards,3-8-10,POSSESSION OF BEVERAGE-UNDERAGE PERSONS,2018,other_crime,0,25,4,,,,
2018-00012325,1,Douglas Ave At Chad Brown St,2,Traffic Violation,2018-02-04 00:24:00,KRosado,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,0,24,4,,,,
2018-00012326,1,502 Pocasset Ave ,2,"Assault, Simple",2018-02-04 00:22:00,MFadale,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,0,22,4,,,,
2018-00012323,1,40 Fountain St,2,Vandalism,2018-02-04 00:14:00,RCriner,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,0,14,4,,,,
2018-00012324,1,102 Pocasset Ave,2,RI Statute Violation,2018-02-04 00:11:00,JPerez,11-35-17,CRANK OR OBSCENE PHONE CALLS - ALL OTH OFFENSE,2018,other_crime,0,11,4,,,,
2018-00012316,1,533 Elmwood Ave,2,RI Statute Violation,2018-02-04 00:07:00,JLewis,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,2018,other_crime,0,7,4,,,,
2018-00012317,1,Kenyon St At Federal St,2,Larceny from Motor Vehicle,2018-02-04 00:07:00,MGuerra,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,0,7,4,,,,
2018-00012315,1,20 Whelan Rd,2,Vandalism,2018-02-04 00:06:00,LMarroquin,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,0,6,4,,,,
2018-00012310,1,Pinhurstateaton St ,2,Liquor Law Violations,2018-02-04 00:01:00,JDoucette,3-8-10,POSSESSION OF BEVERAGE-UNDERAGE PERSONS,2018,other_crime,0,1,4,,,,
2018-00012304,1,Shell N Main ,2,Traffic Violation,2018-02-03 23:50:00,TCalandra,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,23,50,3,,,,
2018-00012301,1,S Main St At Packet St,2,Larceny from Motor Vehicle,2018-02-03 23:46:00,Central Station,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,23,46,3,,,,
2018-00012306,1,14 Vernon St,2,RI Statute Violation,2018-02-03 23:43:00,JGagnon,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,2018,other_crime,23,43,3,,,,
2018-00012293,1,Kenyon St At Federal St,2,Larceny from Motor Vehicle,2018-02-03 23:21:00,JPirolli,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,23,21,3,,,,
2018-00012291,1,S  Main St At Power St,2,Larceny from Motor Vehicle,2018-02-03 23:00:00,GVargas,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,23,0,3,,,,
2018-00012279,1,S  Main St At College St,2,Larceny from Motor Vehicle,2018-02-03 22:52:00,GVargas,11-41-1,LARCENY/O $1500 - FROM MV,2018,property_crime,22,52,3,,,,
2018-00500155,1,S  Water St At Packet St,2,Larceny from Motor Vehicle,2018-02-03 22:48:35,CSical,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,22,48,3,,,,
2018-00012278,1,65 Ledge St,2,Larceny from Building,2018-02-03 22:43:00,SFernandez,11-41-1,LARCENY/U $1500 - FROM BLD,2018,property_crime,22,43,3,,,,
2018-00012274,1,N  Main St At North Ct,2,Larceny from Motor Vehicle,2018-02-03 22:32:35,VPazzetta,11-41-6,ATTEMPTED LARCENY/U $1500 - FROM MV,2018,property_crime,22,32,3,,,,
2018-00012264,1,N  Main St At North Ct,2,Larceny from Motor Vehicle,2018-02-03 22:04:00,VPazzetta,11-41-6,ATTEMPTED LARCENY/U $1500 - FROM MV,2018,property_crime,22,4,3,,,,
2018-00500158,1,54 John St,2,"Larceny, Other",2018-02-03 20:27:35,CSical,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,20,27,3,,,,
2018-00012232,1,Plainfield St At 6 ,2,Traffic Violation,2018-02-03 20:08:00,MTroia,31-8-3,Improper Use of Evidence of Registration or Certificate,2018,other_crime,20,8,3,,,,
2018-00012232,1,Plainfield St At 6 ,2,Traffic Violation,2018-02-03 20:08:00,MTroia,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,20,8,3,,,,
2018-00012232,1,Plainfield St At 6 ,2,Traffic Violation,2018-02-03 20:08:00,MTroia,31-3-1,Operation of Unregistered Vehicle,2018,other_crime,20,8,3,,,,
2018-00012220,1,Linwood Ave At Cranston St,2,Robbery,2018-02-03 19:25:00,LPelaez,11-39-1,ROBBERY-1ST DEGREE,2018,property_crime,19,25,3,,,,
2018-00012210,1,15 Julian St,2,"Assault, Simple",2018-02-03 18:55:00,GSion,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,18,55,3,,,,
2018-00012213,1,333 W  River St,2,Larceny from Motor Vehicle,2018-02-03 18:47:00,KRichards,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,18,47,3,,,,
2018-00012206,1,16 Pekin St,2,"Assault, Simple",2018-02-03 18:39:00,KRichards,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,18,39,3,,,,
2018-00012193,2,305 Shipyard St,2,"Larceny, Other",2018-02-03 18:12:40,JCotugno,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,18,12,3,,,,
2018-00012186,1,291 Thayer St,2,"Larceny, Other",2018-02-03 18:00:00,Central Station,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,18,0,3,,,,
2018-00012183,1,305 Shipyard St,2,"Larceny, Other",2018-02-03 17:49:31,JCotugno,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,17,49,3,,,,
2018-00012178,1,King Phillip Street ,2,RI Statute Violation,2018-02-03 17:29:00,Central Station,12-29-4,VIOLATION -NO CONTACT ORDER,2018,other_crime,17,29,3,,,,
2018-00012154,1,105 Parnell St,2,Burglary,2018-02-03 15:53:00,RCarlin,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,property_crime,15,53,3,,,,
2018-00012143,1,307 Broad St,2,"Larceny, Other",2018-02-03 15:33:00,TLambert,11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,2018,property_crime,15,33,3,,,,
2018-00012134,1,1 Providence Pl,2,Larceny from Building,2018-02-03 15:27:00,RByfield,11-41-1,LARCENY/O $1500 - FROM BLD,2018,property_crime,15,27,3,,,,
2018-00500159,1,55 Collyer St,2,"Larceny, Other",2018-02-03 15:20:27,CSical,11-41-1,LARCENY/U $1500 - OTH LAR,2018,property_crime,15,20,3,,,,
2018-00012107,1,46 Goddard St,2,Motor Vehicle Theft,2018-02-03 13:29:00,WDickie,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018,property_crime,13,29,3,,,,
2018-00500160,1,57 Preston St,2,Vandalism,2018-02-03 13:28:56,CSical,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,13,28,3,,,,
2018-00012098,1,675 Plainfield St,2,Larceny from Motor Vehicle,2018-02-03 12:57:53,JKane,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,12,57,3,,,,
2018-00500150,1,36 Langham Rd,2,"Fraud, Swindle",2018-02-03 12:39:59,CSical,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2018,other_crime,12,39,3,,,,
2018-00012091,1,299 Carpenter St,2,Municipal Code Violation,2018-02-03 12:24:00,Central Station,Sec. 16-3.C,Disorderly Conduct C - Fighting Words,2018,other_crime,12,24,3,,,,
2018-00012071,1,1 Financial Plz,2,Vandalism,2018-02-03 10:53:00,RChin,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,10,53,3,,,,
2018-00500149,1,9 Chapin Ave,2,Larceny from Motor Vehicle,2018-02-03 10:48:34,CSical,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,10,48,3,,,,
2018-00012067,1,825 Chalkstone Ave,2,Disorderly Conduct,2018-02-03 10:36:00,AChin,11-45-1,DISORDERLY CONDUCT,2018,other_crime,10,36,3,,,,
2018-00012056,1,75 Waite St,2,Motor Vehicle Theft,2018-02-03 09:21:00,MMoonan,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018,property_crime,9,21,3,,,,
2018-00500148,1,51 Silver Spring St,2,"Larceny, Other",2018-02-03 07:57:12,CSical,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,7,57,3,,,,
2018-00012037,1,17 Fruit Hill Ave,2,Motor Vehicle Theft,2018-02-03 07:26:00,JO,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018,property_crime,7,26,3,,,,
2018-00012025,1,45 Pleasant Valley Pkwy,2,Larceny from Motor Vehicle,2018-02-03 04:54:00,MRousseau,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,4,54,3,,,,
2018-00012020,1,Atwells Ave At Dean St,2,"Assault, Aggravated",2018-02-03 04:09:00,MGuerra,11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,2018,violent_crime,4,9,3,,,,
2018-00012016,1,830 Chalkstone Ave,2,DUI,2018-02-03 03:41:00,KBarth-Cafaro,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),2018,other_crime,3,41,3,,,,
2018-00011984,1,Eddyatdudley ,2,Warrant\Capias,2018-02-03 02:16:00,DImpagliazzo,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2018,other_crime,2,16,3,,,,
2018-00011983,1,740 Cranston St,2,Disorderly Conduct,2018-02-03 02:13:00,JPirolli,11-45-1,DISORDERLY CONDUCT,2018,other_crime,2,13,3,,,,
2018-00011987,1,Laurel Hill Ave At Union Ave,2,Traffic Violation,2018-02-03 02:11:00,KBarth-Cafaro,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,2,11,3,,,,
2018-00011972,1,Weybosset St At Dorrance St,2,"Assault, Simple",2018-02-03 01:45:00,AGroot,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,1,45,3,,,,
2018-00011963,1,Gilmore St At Lester St,2,Traffic Violation,2018-02-03 01:24:00,JCascione,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,1,24,3,,,,
2018-00011945,1,161 Orms St,2,Drug Offenses,2018-02-03 00:29:00,KRosado,21-28-4.01-C2-(iii),POSSESSION OF MARIJUANA 1OZ OR LESS OVER 18 YEARS OF AGE,2018,other_crime,0,29,3,,,,
2018-00011942,1,270 Broad St,2,Drug Offenses,2018-02-03 00:25:00,KShea,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2018,other_crime,0,25,3,,,,
2018-00011937,1,Kossuth St At Putnam St,2,Traffic Violation,2018-02-03 00:18:00,PCaminero,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,0,18,3,,,,
2018-00011904,1,306 Broadway ,2,Larceny from Motor Vehicle,2018-02-02 22:20:00,MSepe,11-41-1,LARCENY/O $1500 - FROM MV,2018,property_crime,22,20,2,,,,
2018-00011903,1,1 Providence Pl,2,Vandalism,2018-02-02 22:19:00,GKue,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,22,19,2,,,,
2018-00011901,1,2 Harkness St,2,Larceny from Motor Vehicle,2018-02-02 22:12:34,SSage,11-41-1,LARCENY/O $1500 - FROM MV,2018,property_crime,22,12,2,,,,
2018-00011897,1,850 Manton Ave,2,Warrant\Capias,2018-02-02 21:45:00,YGonzalez,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2018,other_crime,21,45,2,,,,
2018-00011896,1,30 Chestnut St,2,Vandalism,2018-02-02 21:36:36,TSavard,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,21,36,2,,,,
2018-00011889,1,422 Lloyd Ave,2,"Larceny, Shoplifting",2018-02-02 20:57:04,VPazzetta,11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,2018,property_crime,20,57,2,,,,
2018-00011888,1,248 Massachusetts Ave,2,Warrant\Capias,2018-02-02 20:48:00,SIm,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2018,other_crime,20,48,2,,,,
2018-00011888,2,248 Massachusetts Ave,2,Warrant\Capias,2018-02-02 20:48:00,SIm,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2018,other_crime,20,48,2,,,,
2018-00011872,1,100 Fillmore St,2,"Larceny, Other",2018-02-02 20:03:00,AGonzalez,11-41-1,LARCENY/U $1500 - OTH LAR,2018,property_crime,20,3,2,,,,
2018-00011872,1,100 Fillmore St,2,"Assault, Simple",2018-02-02 20:03:00,AGonzalez,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,20,3,2,,,,
2018-00011873,1,700 Hartford Ave,2,"Larceny, Other",2018-02-02 19:59:00,VLopez,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,19,59,2,,,,
